公司,事業統編,2022範疇一,2023範疇一,2024範疇一,2022範疇二,2023範疇二,2024範疇二,2022總排放,2023總排放,2024總排放,2022營收,2023營收,2024營收,2022密集度,2023密集度,2024密集度,密集度變化
中華科盛德光罩股份有限公司,16083358,"4,254.76","1,733.30",549.65,"17,366.80","17,287.86","15,923.47","21,621.56","19,021.15","16,473.12",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
友達晶材股份有限公司,24410807,149.55,116.57,20.26,"52,202.07","37,030.47","15,290.03","52,351.62","37,147.04","15,310.29",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
金車股份有限公司,5007903,"15,561.80","16,176.87","16,809.18","15,585.96","15,540.37","14,696.15","31,147.76","31,717.24","31,505.32",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
連大興有限公司,80445899,"25,345.67","18,379.71","17,170.24","15,586.89","13,063.02","14,077.00","40,932.56","31,442.73","31,247.24",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
國聯矽業化學股份有限公司,36550632,"23,885.55","19,150.88","21,854.97","16,138.20","12,982.62","14,053.40","40,023.75","32,133.49","35,908.37",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
漢泰鋼鐵廠股份有限公司,75688109,"30,095.00","32,352.48","32,204.11","13,506.37","14,637.55","13,861.56","43,601.37","46,990.03","46,065.67",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
紡安股份有限公司,25131486,"13,562.08","8,649.62","2,145.09","35,489.24","24,731.62","13,253.70","49,051.32","33,381.23","15,398.80",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
上評資源循環股份有限公司,91004618,"7,280.46","7,259.96","8,801.33","15,169.63","13,771.53","12,930.91","22,450.08","21,031.50","21,732.24",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
萬洲化學股份有限公司,3244705,"26,370.25","26,950.49","39,130.78","13,808.61","12,803.83","12,795.49","40,178.85","39,754.32","51,926.27",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
味丹企業股份有限公司,56121907,"41,947.31","35,504.87","38,744.62","13,674.91","12,140.13","11,676.02","55,622.22","47,645.00","50,420.65",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
亞太優勢微系統股份有限公司,70815339,"6,618.04","6,178.67","10,391.32","12,220.18","12,295.49","11,641.12","18,838.23","18,474.16","22,032.44",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
欣建工業股份有限公司,28042430,"15,903.58","16,979.25","14,500.19","14,295.80","11,803.83","10,603.00","30,199.38","28,783.08","25,103.19",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
白馬窯業股份有限公司,34258318,"23,376.27","20,788.48","28,131.20","9,987.91","9,011.75","10,186.07","33,364.18","29,800.23","38,317.27",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
大享容器工業股份有限公司,46007218,"52,614.76","38,377.09","37,409.78","13,371.73","9,748.00","9,971.44","65,986.49","48,125.09","47,381.23",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
安瀚視特股份有限公司,70781345,"3,933.54","2,386.08","3,600.60","38,305.08","33,839.40","9,541.27","42,238.62","36,225.47","13,141.87",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
泓達化工股份有限公司,23418128,"16,577.09","16,074.47","16,137.54","9,707.41","10,287.67","9,403.28","26,284.49","26,362.13","25,540.82",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
艾克爾先進科技股份有限公司,16847968,"1,717.58",790.26,667.94,"11,358.67","10,780.51","9,323.30","13,076.25","11,570.77","9,991.24",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
三洋窯業股份有限公司,34263157,"27,538.83","26,899.48","26,630.49","9,612.54","9,325.14","8,757.06","37,151.37","36,224.62","35,387.55",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
鉅輝鋼鐵股份有限公司,13079654,"18,321.35","16,575.97","14,928.99","8,635.85","7,884.99","7,322.35","26,957.20","24,460.97","22,251.33",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
新隆纖維染整股份有限公司,7472834,"36,909.85","35,121.08","31,682.32","7,746.25","6,942.08","6,229.88","44,656.10","42,063.17","37,912.20",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
大鐘印染股份有限公司,57002416,"14,646.16","13,953.20","16,629.06","6,397.38","5,989.65","6,222.67","21,043.54","19,942.85","22,851.73",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
曜智實業股份有限公司,12617727,"25,162.55","25,143.77","29,470.53","5,844.68","5,376.84","6,146.16","31,007.23","30,520.60","35,616.69",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
東齊染整股份有限公司,54796568,"23,550.64","25,003.95","27,330.02","5,926.54","5,650.37","5,774.46","29,477.18","30,654.32","33,104.47",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
錦美紙業股份有限公司,34175598,"25,200.25","22,675.42","12,605.36","15,959.99","11,080.62","5,644.57","41,160.23","33,756.03","18,249.93",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
大園汽電共生股份有限公司,84526079,"586,629.06","564,803.62","543,718.98","6,011.28","1,825.82","5,445.01","592,640.34","566,629.45","549,163.99",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
新桃電力股份有限公司,16596337,"569,118.93","759,054.23","757,014.58","6,399.36","7,002.94","5,430.14","575,518.29","766,057.17","762,444.72",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
豐年豐和企業股份有限公司,16635562,"27,820.21","22,096.66","18,929.55","8,923.66","6,745.27","5,376.49","36,743.87","28,841.94","24,306.04",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
和友紡織股份有限公司,35192807,"22,825.55","17,275.50","6,063.55","5,882.18","5,438.35","5,359.42","28,707.74","22,713.85","11,422.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
晶成半導體股份有限公司,28114454,"2,020.89","2,123.67",814.31,"5,383.60","5,110.94","4,842.07","7,404.48","7,234.61","5,656.38",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
東欣實業股份有限公司,89356756,"21,466.88","20,159.22","19,360.19","4,712.37","4,690.77","4,836.19","26,179.24","24,849.99","24,196.38",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
臺群工業股份有限公司,25049986,"16,650.25","20,071.28","21,308.88","4,731.80","4,270.33","4,671.93","21,382.05","24,341.61","25,980.82",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台合科技股份有限公司,12691423,"25,175.48","28,380.83","61,774.32","4,420.75","3,619.94","4,288.64","29,596.23","32,000.77","66,062.96",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣高技股份有限公司,22099343,411.26,"1,107.01",212.78,"4,431.02","4,677.78","4,282.50","4,842.28","5,784.80","4,495.27",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
長輝事業股份有限公司,97140061,0.00,0.00,"17,134.04",0,0,"4,169.66",0,0,"21,303.71",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
東明纖維工業股份有限公司,7205416,"29,303.27","15,213.18","19,731.58","3,807.24","3,136.50","4,053.27","33,110.52","18,349.68","23,784.85",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
大同染整股份有限公司,7014916,"33,101.17","27,561.05","17,075.41","7,974.65","6,690.74","4,009.28","41,075.82","34,251.79","21,084.69",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
州霖股份有限公司,23271588,0.00,0.00,"9,438.29",0,0,"3,966.72",0,0,"13,405.00",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
銓盟企業股份有限公司,23313356,"24,955.86","21,060.96","20,810.47","4,615.78","4,459.63","3,930.22","29,571.64","25,520.59","24,740.69",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
星能電力股份有限公司,70783765,"1,013,876.06","1,035,912.17","1,037,839.40","3,257.10","2,614.25","3,901.97","1,017,133.16","1,038,526.42","1,041,741.37",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
紘楷股份有限公司,70738116,"23,397.62","19,398.00","18,169.31","4,226.81","3,917.91","3,602.02","27,624.42","23,315.92","21,771.33",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
翔新企業股份有限公司,84570243,"17,423.27","15,742.23","15,908.95","3,381.74","3,283.62","3,393.93","20,805.01","19,025.85","19,302.88",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
獻麒紡織工業股份有限公司,22474430,"21,068.87","14,418.13","15,615.15","4,946.73","3,543.96","3,258.56","26,015.60","17,962.08","18,873.71",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
和平電力股份有限公司,16096852,"7,380,815.09","7,995,241.51","6,936,330.32",749.63,1.38,"2,674.41","7,381,564.71","7,995,242.90","6,939,004.73",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
錦州科技股份有限公司,53520959,"421,220.73","598,052.38","533,186.57","5,674.41","2,776.08","2,520.28","426,895.14","600,828.46","535,706.85",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
麥寮汽電股份有限公司,96975970,"9,627,397.74","9,440,456.90","9,060,515.59",911.88,"2,923.19","2,483.85","9,628,309.62","9,443,380.10","9,062,999.44",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
國光電力股份有限公司,70833553,"933,761.38","1,063,651.60","1,034,291.28","1,960.20","1,582.78","1,791.72","935,721.58","1,065,234.37","1,036,083.00",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
星元電力股份有限公司,27945086,"1,018,129.16","1,074,511.01","1,161,083.48","1,599.84","2,181.50","1,789.82","1,019,729.00","1,076,692.51","1,162,873.31",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
森霸電力股份有限公司,70783499,"2,145,184.49","2,193,251.41","2,241,729.59","3,225.02","2,371.20","1,213.44","2,148,409.52","2,195,622.61","2,242,943.03",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
長生電力股份有限公司,96933037,"1,782,584.04","1,887,559.66","1,990,041.06","2,708.64","1,912.77","1,107.26","1,785,292.68","1,889,472.43","1,991,148.32",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
華亞汽電股份有限公司,70783006,"1,716,522.27","1,824,453.15","1,680,064.20","127,976.31","19,954.83",984.02,"1,844,498.58","1,844,407.99","1,681,048.22",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
南中石化工業股份有限公司,97161348,"9,741.23","1,556.64",129.41,"164,656.24","76,154.99",412.19,"174,397.47","77,711.63",541.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣汽電共生股份有限公司,86685142,"326,786.00","336,811.82","369,248.09","6,011.28",357.66,253.8,"332,797.28","337,169.48","369,501.89",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台灣科慕股份有限公司,24548079,"115,112.53",0.00,0.00,"137,501.27",0,0,"252,613.80",0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
敦南科技股份有限公司,23528103,"37,152.49","11,482.13",0.00,"23,122.44","7,137.71",0,"60,274.93","18,619.83",0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
富順纖維工業股份有限公司,7407200,"11,621.71",0.00,0.00,"2,615.80",0,0,"14,237.51",0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
新瑞倡企業股份有限公司,7620770,"7,317.06","3,378.17",0.00,"3,743.49","3,305.76",0,"11,060.55","6,683.94",0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
泰利實業股份有限公司,16007423,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
九滎股份有限公司,80629340,"9,124.88",0.00,0.00,"3,232.86",0,0,"12,357.74",0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
全新光電科技股份有限公司,97170472,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
財團法人工業技術研究院,2750963,115.37,170.01,0.00,"5,814.81","6,086.50",0,"5,930.18","6,256.51",0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
官田鋼鐵股份有限公司,72065240,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
帆宣系統科技股份有限公司,23145632,81.04,0.00,0.00,744.58,0,0,825.61,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
東華合纖股份有限公司,11083148,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
金元福包裝企業股份有限公司,34227006,"1,020.47",544.77,0.00,"24,693.33","24,350.21",0,"25,713.80","24,894.98",0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
香榮實業股份有限公司,13035951,"19,915.05","16,715.08",0.00,"2,909.91","2,715.02",0,"22,824.96","19,430.10",0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
力晶科技股份有限公司,84149385,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
千興不銹鋼股份有限公司,70005915,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
中國合成橡膠股份有限公司,4382114,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
中華映管股份有限公司,11085292,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
元耀科技股份有限公司,16197211,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
台光染整股份有限公司,43834853,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
利芃國際股份有限公司,53121117,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
協昌染整股份有限公司,33663649,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
和桐化學股份有限公司,12526607,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
東南水泥股份有限公司,83078600,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
東展興業股份有限公司,22956176,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
俊行記實業股份有限公司,84994452,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
恆顥科技股份有限公司,53116310,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
英全化學工業股份有限公司,57104700,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
展頌股份有限公司,22927617,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
勝華科技股份有限公司,22100398,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
智晟實業股份有限公司,22034187,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
統懋半導體股份有限公司,22404266,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
詠順科技股份有限公司,23543245,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
黃家紡織股份有限公司,23280117,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
錦紅實業股份有限公司,34557673,0.00,0.00,0.00,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
