基本資料,基本資料,基本資料,基本資料,基本資料,基本資料,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,碳費衝擊,碳費衝擊,碳費衝擊,碳費衝擊,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,策略與行動,策略與行動,策略與行動,策略與行動,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024
54389725,3707,漢磊科技股份有限公司,漢磊,半導體業,新竹縣,80452.221,30745.62,35858.9543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1356663,無法計算,,,NA,相較 2021 基準年，於 2026 年減量 NA,,2021,2026,NA,NA,74885,否,否,要求關鍵供應商遵循從業道德規範、推動在地採購比例提升、對關鍵供應商進行溫室氣體排放調查。,要求關鍵供應商遵循從業道德規範、推動在地採購比例提升、對關鍵供應商進行溫室氣體排放調查,有提供,NA,電力: 7816 萬度; 天然氣: 349220 m3; 柴油: 3460 公升; 太陽能: 61.6 萬度;,78160000,117/164,0.0084,NA,未達成 / 未說明,NA,NA,0.01,0.1755394826,67292,85970.564,80452.221,7.57802948,12.14236458,13.83072502,79970000,74790000,78160000,,,NA,0,0,0
03794905,1237,台灣糖業股份有限公司,台糖公司,食品業,高雄市,65559.54,60884.66,2787.6182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.667862,0.002508880931,,,2050,相較 NA 基準年，於 NA 年減量 NA,,NA,NA,NA,NA,106524,否,否,小港廠及大林生技廠燃油鍋爐改燒天然氣；蘭場溫室燃油鍋爐逐年汰換為熱泵。,NA,未提供,NA,外購電力: 275234.51 GJ; 初級能源(含汽油、柴油、重油、天然氣、液化石油氣、煤炭): 1110771.31 GJ; 再生能源、農廢及燃氣/油發電: 123976.04 GJ;,76454030.83,119/164,0.0898,543640,未達成 / 未說明,自發自用、躉售,NA,0.01,-0.0235359977,83549,83823.342,65559.54,2.898633185,2.776782151,2.085572638,71343028,71122242,76454030.83,334050,542390,543640,0,0,0
53667030,非上市櫃公司,台塑科騰化學有限公司,無簡稱,石化業,雲林縣,57624.297,6238.71,54215.7465,,,,,,,,,,,,,,,,,17.2872891,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,57624.297,,,,,,,,,,0,0,0
27366467,非上市櫃公司,新科光電材料股份有限公司,無簡稱,石化業,桃園市,64015.022,10552.93,50736.5664,,,,,,,,,,,,,,,,,19.2045066,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,64015.022,,,,,,,,,,0,0,0
85793919,非上市櫃公司,龍慶鋼鐵企業股份有限公司,無簡稱,鋼鐵業,高雄市,75804.766,16093.94,38331.2384,,,,,,,,,,,,,,,,,22.7414298,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,113309,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,72850,79676.747,75804.766,,,,,,,,,,0,0,0
20939460,非上市櫃公司,立安東化工股份有限公司,無簡稱,石化業,苗栗縣,70109.364,118268.12,12239.5605,,,,,,,,,,,,,,,,,21.0328092,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,100769,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,104181,101975.34,70109.364,,,,,,,,,,8162.01,1734.56,15386.27
75970680,1773,勝一化工股份有限公司,勝一,石化業,高雄市,61000.857,55765.86,8355.2008,448964.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3002571,0.001736451985,,,2050,相較 2022 基準年，於 2030 年減量 30%,,2022,2030,0.3,NA,0,否,否,汰換重油鍋爐改為天然氣、導入生質蒸氣、建置太陽能發電。,NA,有提供,NA,電力: 22596933 度; 天然氣: 26259702 M3; 柴油: 135.65 KL;,22596933,154/164,0.177,49.6,已達成,主要透過採購綠電(p.12)；自建太陽能發電全數出售(p.48)。,NA,NA,,0,0,61000.857,0,0,5.516973091,,,22596933,,,49.6,0,0,0
97173920,4989,李長榮科技股份有限公司,榮科,銅製造業,高雄市,61530.962,156.5,58566.9025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4592886,淨利為負值,,,2050,相較 2021 基準年，於 2030 年減量 30%,,2021,2030,0.3,69560.29,0,否,否,導入再生能源、使用中鋼廢熱蒸氣。使用100%回收銅線作為原料、推動回收銅與環境友善原料應用、廢棄物委託再利用公司處理。,使用100%回收銅線作為原料、推動回收銅與環境友善原料應用、廢棄物委託再利用公司處理,有提供,NA,電力: 90.34%; 外購蒸氣: 8.41%; 再生能源: 1.22%; 柴油: 0.03%; 汽油: 0.00%;,104382242,99/164,0.0122,499.2,已達成,再生能源憑證、租賃屋頂設置太陽能,0.1,0.015,0.09586153343,0,0,61530.962,0,0,20.55407344,119515200,114455106,104382242,499,499,499.2,0,0,0
43816068,2355,敬鵬工業股份有限公司,敬鵬,電子業,桃園市,61475.7,4362.18,55303.0036,76608.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.44271,0.003309498525,,,2050,相較 2021 基準年，於 2030 年減量 50%,,2021,2030,0.5,107593.124,0,否,否,工廠內鍋爐原以燃料油、柴油等作為燃料使用，陸續更換燃料來源，改為天然氣。要求供應商提供碳排放數據、推動綠色供應鏈、降低運輸碳足跡。,要求供應商提供碳排放數據、推動綠色供應鏈、降低運輸碳足跡,未提供,NA,電力: 174024.345 千度; 天然氣: 775.854 千立方公尺; 柴油: 48.840 公秉; 汽油: 1.735 公秉;,174003.81,164/164,0.1304,NA,未達成 / 未說明,自發自用、再生能源憑證,0.3,0.05,-0.124805837,0,0,61475.7,0,0,3.758783898,316302000,302836000,174003.81,,,NA,0,0,0
22554807,非上市櫃公司,先豐通訊股份有限公司,無簡稱,電子業,桃園市,67278.875,13540.83,42267.0352,,,,,,,,,,,,,,,,,20.1836625,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,67278.875,,,,,,,,,,0,0,0
22101116,8110,華東科技股份有限公司,華東,半導體業,高雄市,81543.414,2628.26,56130.274,18405.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4630242,淨利為負值,,,2050,相較 2021 基準年，於 NA 年減量 NA,,2021,NA,NA,NA,0,否,否,逐步汰換柴油車，改以電力驅動。增加廢棄物回收率、推動供應商推行ESG、完成供應鏈碳足跡調查。,增加廢棄物回收率、推動供應商推行ESG、完成供應鏈碳足跡調查,有提供,NA,外購電力: 592715.76 GJ; 柴油: 1292.68 GJ; 車用汽油: 487.14 GJ;,165781102,79/164,0.0101,575,未達成 / 未說明,自發自用、再生能源憑證,0.3,0.03,-0.00290392743,0,0,81543.414,0,0,10.37519823,202656000,157592400,165781102,,,575,0,0,0
04380087,非上市櫃公司,合眾紙業股份有限公司,無簡稱,造紙業,雲林縣,61178.858,35333.97,23999.2477,,,,,,,,,,,,,,,,,18.3536574,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,68452,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,62689,64893.816,61178.858,,,,,,,,,,16321.4,19127.76,20914.64
05258865,非上市櫃公司,聯華氣體工業股份有限公司,無簡稱,石化業,高雄市,58456.42,864.1,53654.328,,,,,,,,,,,,,,,,,17.536926,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,58456.42,,,,,,,,,,0,0,0
19004316,2492,華新科技股份有限公司,華新科,電子業,高雄市,55716.829,2991.61,53493.0864,33843.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7150487,0.0006706296653,,,2050,相較 2021 基準年，於 2030 年減量 15%,資料不足,2021,2030,0.15,,0,否,否,逐年提高再生能源使用比重，減少對傳統化石能源的依賴；2023年投資綠能公司，規劃自建太陽能及外購綠電。持續向上下游供應商討論蒐集數據、規劃供應商進行溫室氣體與產品碳足跡盤查、找出減碳熱點並提出減碳方案。,持續向上下游供應商討論蒐集數據、規劃供應商進行溫室氣體與產品碳足跡盤查、找出減碳熱點並提出減碳方案,未提供,NA,電力: 1461818.0736 GJ; 柴油: 5.3539 TJ; 汽油: 2.1848 TJ;,406060576,46/164,0,0,未達成 / 未說明,無,1,0.01,0.05357957339,0,0,55716.829,0,0,1.603129428,369877130,365466879,406060576,,,0,0,0,0
88121697,1480,東盟開發實業股份有限公司,東盟開發,鋼鐵業,台南市,59707.805,22953.28,32007.6432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9123415,淨利為負值,,,2050,相較 2018 基準年，於 2030 年減量 15%,資料不足,2018,2030,0.15,,0,否,否,鍋爐燃料改為天然氣、製程優化。運輸低碳化、低碳原料使用。,運輸低碳化、低碳原料使用,有提供,NA,電力: 62959 MWh; 天然氣: 10989 千立方米;,62959000,126/164,0.024,1080,未達成 / 未說明,自發自用,NA,0.01,,0,66303.246,59707.805,0,7.413558119,6.869564822,67714000,64793000,62959000,1080,1080,1080,0,0,0
12205020,2323,中環股份有限公司,中環,電子業,桃園市,69407.025,24.8,54670.1562,80.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8221075,0.005063735477,,,NA,相較 2024 基準年，於 NA 年減量 NA,,2024,NA,NA,80234.5412,0,否,否,規劃輔以綠電採購，尚未明訂化石燃料轉型具體時程。推動綠色採購、開發環保包裝、推動廢棄物資源回收。,推動綠色採購、開發環保包裝、推動廢棄物資源回收,有提供,NA,電力: 313905 GJ;,87200000,111/164,0,0,未達成 / 未說明,,NA,0.01,,0,0,69407.025,0,0,9.334945085,,90700000,87200000,,90700000,0,0,0,0
11384405,1708,東南實業股份有限公司,東鹼,石化業,宜蘭縣,57817.151,50287.16,7255.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3451453,淨利為負值,,,2050,相較 2022 基準年，於 2030 年減量 20%,,2022,2030,0.2,58061.76,0,否,否,,NA,有提供,NA,電力: 82007.6507 GJ; 燃料油: 289216.2177 GJ; 柴油: 3248.5806 GJ; 汽油: 407.6366 GJ;,22774715,153/164,0,0,未達成 / 未說明,,NA,NA,0.1473986646,0,0,57817.151,0,0,9.081839385,14399240,18038362,22774715,,,0,0,0,0
11768704,非上市櫃公司,義美食品股份有限公司,無簡稱,食品業,桃園市,53395.959,22694.28,32223.1403,,,,,,,,,,,,,,,,,16.0187877,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,53395.959,,,,,,,,,,0,0,0
28112646,4919,新唐科技股份有限公司,新唐,半導體業,新竹市,71589.283,20522.89,35031.3472,144926,111741,837,7073,156,90,308,887,NA,2956,NA,NA,NA,71,NA,20807,21.4767849,0.003564286511,,,2050,相較 2021 基準年，於 2030 年減量 50%,相較 2019 基準年，於 2030 年減量 34.3%,2021,2030,0.5,106116,80723,是,否,日本長岡京廠2024年逐步淘汰汽電共生系統(CGS)，以高效電動冷水機組取代蒸汽動力吸收式冷水機組。供應商低碳轉型、低碳產品設計、提升產品效能協助客戶減碳。,供應商低碳轉型、低碳產品設計、提升產品效能協助客戶減碳,有提供,0.03,電力: 260160 GJ; 天然氣: 9079 GJ; 車用汽柴油: 41 GJ;,256485000000,2/164,0.014,819,未達成 / 未說明,自發自用、購電協議、再生能源憑證,NA,0.01,0.1292330922,72971,74995.081,71589.283,1.742698166,2.121612676,2.242540885,438521667,379171389,256485000000,0,819,819,0,0,0
04748660,1313,聯成化學科技股份有限公司,聯成,石化業,高雄市,55651.917,29114.72,14442.3631,196408.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6955751,淨利為負值,,,2050,未規劃 / 資訊不足,資料不足,,,,,89482,否,否,聯成化科推動 ISO 50001 能源管理系統，目標節能減碳，2024年因應廠內蒸汽過剩增設蒸汽發電機(TG)發電。,NA,有提供,NA,電力: 27651819 kWh; 天然氣: 4453002 M3; 柴油: 27.82 KL; 汽油: 13.06 KL; 外購蒸汽: 4403 TON;,27651819,152/164,0,NA,未達成 / 未說明,,NA,NA,0.1156876368,97288,39709.678,55651.917,1.336013141,0.5425112444,0.7590248837,29926386,31221742,27651819,,,NA,0,0,0
97168665,非上市櫃公司,台日古河銅箔股份有限公司,無簡稱,銅製造業,雲林縣,54382.087,3728.26,48142.9034,,,,,,,,,,,,,,,,,16.3146261,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,54382.087,,,,,,,,,,0,0,0
23531178,非上市櫃公司,合興石化工業股份有限公司,無簡稱,石化業,高雄市,50708.856,22391.49,27132.4787,,,,,,,,,,,,,,,,,15.2126568,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,73147,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,55114,62752.498,50708.856,,,,,,,,,,0,0,0
22663571,非上市櫃公司,福隆玻璃纖維股份有限公司,無簡稱,非金屬製品加工業,嘉義縣,52741.409,19796.06,28319.1438,,,,,,,,,,,,,,,,,15.8224227,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,56425,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,55043,55142.258,52741.409,,,,,,,,,,0,0,0
46007218,非上市櫃公司,大享容器工業股份有限公司,無簡稱,非金屬製品加工業,新竹縣,65986.491,37409.78,9748.0032,,,,,,,,,,,,,,,,,19.7959473,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,101904,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,104775,100867.922,65986.491,,,,,,,,,,0,0,0
33405832,非上市櫃公司,德州儀器工業股份有限公司,無簡稱,半導體業,新北市,46808.377,156.28,46339.176,,,,,,,,,,,,,,,,,14.0425131,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,46808.377,,,,,,,,,,0,0,0
38119936,非上市櫃公司,台灣通用器材股份有限公司,無簡稱,半導體業,新北市,46383.437,2882.48,44135.1456,,,,,,,,,,,,,,,,,13.9150311,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,46383.437,,,,,,,,,,0,0,0
56121907,非上市櫃公司,味丹企業股份有限公司,無簡稱,食品業,台中市,55622.218,38744.62,12140.1306,,,,,,,,,,,,,,,,,16.6866654,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,171828,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,111334,83684.367,55622.218,,,,,,,,,,0,0,0
75688109,非上市櫃公司,漢泰鋼鐵廠股份有限公司,無簡稱,鋼鐵業,高雄市,43601.369,32204.11,14637.5519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0804107,無法計算,,,,相較 NA 基準年，於 2030 年減量 NA,,NA,2030,NA,NA,40084,否,否,,NA,有提供,NA,"外購電力: 104,618 GJ; 天然氣: 515,482 GJ; 汽油: 33875.922 L ; 乙炔: 1566 m3;",29060590,151/164,0.0179,499.91,已達成,自發自用,NA,NA,,47718,48316.905,43601.369,,,,27285600,29734800,29060590,499.905,499.905,499.91,0,0,0
53170263,非上市櫃公司,聯穎光電股份有限公司,無簡稱,半導體業,新竹縣,56538.528,14629.3,35661.2672,,,,,,,,,,,,,,,,,16.9615584,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,59558,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,57751,56862.721,56538.528,,,,,,,,,,0,0,0
27790294,4960,誠美材料科技股份有限公司,誠美材,光電業,台南市,46943.869,14463.49,30914.1248,59658.3,57169.8,NA,NA,819.36,1093.77,92.17,370.35,NA,112.85,NA,NA,NA,NA,NA,NA,14.0831607,淨利為負值,,,2050,相較 2040 基準年，於 2030 年減量 3%,,2040,2030,0.03,51337.28,0,否,否,訂定供應商減碳目標、簽訂供應商溫室氣體減量承諾書、在地採購。,訂定供應商減碳目標、簽訂供應商溫室氣體減量承諾書、在地採購,有提供,0.1,"天然氣: 255,691 GJ; 外購電力: 222,848 GJ; 太陽能用電: 5,293 GJ; 柴油: 3,165 GJ;",,無資料,0.0232,1168.37,已達成,自發自用,NA,NA,0.004789748183,0,0,46943.869,0,0,5.25852516,63961944,64048333,,1168.37,1168.37,1168.37,0,0,0
89480404,1246,中聯油脂股份有限公司,中聯油脂,食品業,台中市,47163.371,29803.33,15541.8822,,,,,,,,,,,,,,,,,14.1490113,0.03973318394,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,47663.193,47163.371,0,4.204857317,4.829261657,,,,,,,0,0,0
16130423,8086,宏捷科技股份有限公司,宏捷科,半導體業,台南市,46127.9,25759.52,18747.1024,4672,4033,NA,NA,NA,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.83837,0.0770188807,,,2050,相較 2023 基準年，於 2030 年減量 50%,相較 2019 基準年，於 2030 年減量 2.2%,2023,2030,0.5,39180.48,20021,否,否,規劃使用低碳能源，2030~2050年依階段增加綠電使用量。推動砷化鎵廢水廠內自行處理、非有害有機廢液獨立收集、廢棄物資源化轉製原料。,推動砷化鎵廢水廠內自行處理、非有害有機廢液獨立收集、廢棄物資源化轉製原料,未提供,NA,電力: 41286.29 MWh; 天然氣: 321.48 MWh; 柴油: 9.76 MWh;,41286290,144/164,0,0,未達成 / 未說明,NA,0.2,0.01,-0.4160377324,30259,36406.049,46127.9,13.98451116,13.36933972,10.35282917,39042400,37949600,41286290,,,0,0,0,0
70750217,3049,精金科技股份有限公司,精金,光電業,台南市,56604.332,5356.27,40331.6469,13349.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9812996,淨利為負值,,,無承諾,相較 2017 基準年，於 2030 年減量 30%,相較 2019 基準年，於 2030 年減量 30.0%,2017,2030,0.3,80606.64,80606,否,否,0。提高在地採購比例、導入ISO 14064盤查、推動供應商永續管理。,提高在地採購比例、導入ISO 14064盤查、推動供應商永續管理,有提供,NA,外購電力: 320848.79 GJ; 液化天然氣: 20935.98 GJ; 柴油: 52.75 GJ; 車用汽油: 7.97 GJ,89124663.96,108/164,0.0121,777,未達成 / 未說明,自發自用,NA,0.01,0.2272726964,77964,84749.545,56604.332,32.40448835,63.6340971,38.59998609,89654536,82331617,89124663.96,,,777,0,0,0
04226091,6274,台燿科技股份有限公司,台燿,電子業,新竹縣,48627,18149.43,25476.6391,65197.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5881,0.007455647042,,,NA,相較 2021 基準年，於 2030 年減量 42%,,2021,2030,0.42,NA,0,否,否,無揭露。,NA,有提供,NA,NA,53180527.78,133/164,0.0083,1176,未達成 / 未說明,自發自用,NA,NA,-0.146849454,0,0,48627,0,0,2.107763511,56005000,51572139,53180527.78,,,1176,0,0,0
70848177,非上市櫃公司,住華科技股份有限公司,無簡稱,電子業,台南市,44762.396,10868.21,30920.3971,,,,,,,,,,,,,,,,,13.4287188,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,44762.396,,,,,,,,,,0,0,0
28438186,非上市櫃公司,藍海氣體工業股份有限公司,無簡稱,石化業,台中市,43176.589,60.65,43478.424,,,,,,,,,,,,,,,,,12.9529767,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,43176.589,,,,,,,,,,0,0,0
16446128,非上市櫃公司,台塑旭彈性纖維股份有限公司,無簡稱,石化業,雲林縣,47764.157,3377.46,39197.088,,,,,,,,,,,,,,,,,14.3292471,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,47764.157,,,,,,,,,,0,0,0
28997300,6443,元晶太陽能科技股份有限公司,元晶,光電業,新竹縣,39798.228,4894.68,36363.4269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9394684,0.01046316997,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,推動供應商盤查碳排放、評鑑供應商環保合規性。,推動供應商盤查碳排放、評鑑供應商環保合規性,有提供,1,外購電力: 349104.1 GJ; 柴油: 152.5 GJ;,96973361.19,103/164,0,0,未達成 / 未說明,,NA,0.01,0.2690848397,0,0,39798.228,0,0,8.816586022,103354556,108278583,96973361.19,,,0,0,0,0
24001900,非上市櫃公司,日皓造紙工業股份有限公司,無簡稱,造紙業,桃園市,39616.918,21698.05,20393.5823,,,,,,,,,,,,,,,,,11.8850754,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,64433,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,46858,0,39616.918,,,,,,,,,,953.35,3787.47,1610.01
07472834,非上市櫃公司,新隆纖維染整股份有限公司,無簡稱,紡織業,桃園市,44656.1,31682.32,6942.0832,,,,,,,,,,,,,,,,,13.39683,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,43238,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,31757,37868.266,44656.1,,,,,,,,,,23921.2,18068,21375.2
80601119,6789,采鈺科技股份有限公司,采鈺,電子業,新竹市,28121.189,5042.85,37060.096,32350,21326,NA,5983,85,457,NA,1011,NA,204,NA,NA,NA,3284,NA,NA,8.4363567,無法計算,,,NA,相較 NA 基準年，於 NA 年減量 NA,,NA,NA,NA,NA,0,否,是,2050年全公司100%使用再生能源。與供應商合作展開行動方案、提升包裝包材回收再利用率、員工通勤排放納入盤查。,與供應商合作展開行動方案、提升包裝包材回收再利用率、員工通勤排放納入盤查,有提供,NA,外購電力: 131915.3 GJ; 天然氣: 14158 千度; 柴油: 270 千度;,98896000,102/164,0.371,29.8,已達成,轉供、再生能源憑證,0.4,0.015,0.1016827592,37658,44281.86,28121.189,4.148659909,6.118875302,2.811535787,71862000,88923000,98896000,,,29.8,0,0,0
84980915,1563,巧新科技工業股份有限公司,巧新,鋁製造業,雲林縣,42464.339,8843.47,31712.9947,295424.49,284333.98,NA,NA,4283.12,731.59,NA,538.14,NA,5537.66,NA,NA,NA,NA,NA,NA,12.7393017,0.008336986391,,,2050,相較 2022 基準年，於 NA 年減量 NA,,2022,NA,NA,81942.224,0,否,否,提高再生鋁使用比例、推動廢塑膠空桶回收再利用、要求供應商執行溫室氣體盤查。,提高再生鋁使用比例、推動廢塑膠空桶回收再利用、要求供應商執行溫室氣體盤查,有提供,0.4861,電力: 408541.15 GJ; 天然氣: 361883.37 GJ; 柴油: 9688.63 GJ; 汽油: 563.45 GJ; 太陽能: 6803.30 GJ;,113463228,95/164,0.0086,1492.4,未達成 / 未說明,自發自用,NA,0.015,-0.09241271131,0,0,42464.339,0,0,5.681928163,118116332,122326416,113463228,,,1492.4,0,0,0
28730458,非上市櫃公司,餘慶堂興業股份有限公司,無簡稱,水泥業,台中市,39202.989,16625.16,23691.4496,,,,,,,,,,,,,,,,,11.7608967,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,39202.989,,,,,,,,,,7005.87,8001.69,7997.71
51158518,非上市櫃公司,盧森堡商達爾國際股份有限公司,無簡稱,半導體業,新竹市,11642.035,125.09,25557.9792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4926105,無法計算,,,NA,相較 2023 基準年，於 NA 年減量 NA,,2023,NA,NA,472754,0,否,否,,NA,有提供,NA,電力: 481016 MWh; 天然氣與其他燃料: 25%; 蒸氣: 1%; 自發太陽能: 6209 MWh;,481016000,38/164,0.2,NA,未達成 / 未說明,自發自用、購電協議(PPA)、綠電憑證(GEC/REC),NA,NA,,0,0,11642.035,,,,,,481016000,,,NA,0,0,0
44528635,非上市櫃公司,六和機械股份有限公司,無簡稱,汽機車業,桃園市,43450.207,7605.1,32296.2635,,,,,,,,,,,,,,,,,13.0350621,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,43450.207,,,,,,,,,,0,0,0
23218022,6257,矽格股份有限公司,矽格,半導體業,新竹縣,42216.568,195.26,40075.0451,19611.93,NA,NA,NA,NA,67.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6649704,0.002150104044,,,NA,相較 2021 基準年，於 2030 年減量 25%,,2021,2030,0.25,NA,0,否,是,產品碳足跡盤查、供應鏈ESG管理、廢棄物減量。,產品碳足跡盤查、供應鏈ESG管理、廢棄物減量,有提供,NA,電力: 567274.62 GJ; 化石燃料: 1709.18 GJ;,157576283.3,84/164,0.0285,NA,未達成 / 未說明,太陽能發電設備、綠電憑證,0.3,0.015,0.01298353887,0,0,42216.568,0,0,2.317281497,157514000,150366428,157576283.3,,,NA,0,0,0
45018531,非上市櫃公司,名佳利金屬工業股份有限公司,無簡稱,銅製造業,桃園市,41649.369,8421.65,33427.7593,,,,,,,,,,,,,,,,,12.4948107,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,41649.369,,,,,,,,,,0,0,0
27763753,3576,聯合再生能源股份有限公司,聯合再生,光電業,台南市,57042.122,659.04,39090.8128,8858.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1126366,淨利為負值,,,2050,相較 2022 基準年，於 2030 年減量 24%,,2022,2030,0.24,76126.94,0,否,否,,NA,有提供,0.183,外購電力: 291616.7 十億焦耳; 自發自用太陽能電力: 0.0 十億焦耳;,81004639,115/164,0,0,未達成 / 未說明,自發電全數躉售,NA,0.01,0.301303588,0,0,57042.122,0,0,9.86182411,125673139,88464000,81004639,,,0,0,0,0
25021158,6491,晶碩光學股份有限公司,晶碩,眼鏡製造業,桃園市,0,182.22,39809.8263,19792.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.002674661637,,,2050,相較 NA 基準年，於 NA 年減量 NA,,NA,NA,NA,NA,0,否,否,規劃建置太陽能板，預計2025年啟用，並評估綠電採購。推動水回收系統、研發新型低耗能鏡片製程、提高廢棄物回收再利用率。,推動水回收系統、研發新型低耗能鏡片製程、提高廢棄物回收再利用率,未提供,NA,電力: 301367.27 GJ; 柴油: 14.6 GJ;,83713132,113/164,0,0,未達成 / 未說明,無,NA,0.01,,0,0,0,0,0,0,,84307292,83713132,,,0,0,0,0
