基本資料,基本資料,基本資料,基本資料,基本資料,基本資料,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,碳費衝擊,碳費衝擊,碳費衝擊,碳費衝擊,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,策略與行動,策略與行動,策略與行動,策略與行動,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024
40601248,1108,幸福水泥股份有限公司,幸福,水泥業,宜蘭縣,585047.53,548647.98,37569.2928,40511.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.514259,0.3310104583,,,2050,未規劃 / 資訊不足,資料不足,,2030,,,650426,否,否,導入替代原燃料、提升能源效率。推動替代燃料取代煤炭。,NA,有提供,NA,電力: 88826806 度; 煤: 86749.15 公噸; 柴油: 423987 公升; 汽油: 12545 公升; 液化石油氣: 2636.1 公升; 重油: 765 公升;,88826806,109/164,NA,NA,未達成 / 未說明,綠電轉供,NA,0.01,-0.05045735134,672647,608316.245,585047.53,162.1127948,119.4007715,120.2046909,75892800,76051200,88826806,,,NA,88057.06,97473.645,98185.6
11914002,1802,台灣玻璃工業股份有限公司,台玻,非金屬製品加工業,新竹市,665939.883,337967.93,212129.3304,242756.39,113356.69,NA,111476.36,5051.47,2538.43,NA,NA,NA,10055.97,NA,NA,NA,117.99,NA,NA,199.7819649,5.419072394,,,NA,相較 NA 基準年，於 NA 年減量 NA,,NA,NA,NA,NA,717588,否,否,天然氣製程用量提升，降低對化石燃料（重油）依賴。,NA,有提供,0.3117,電力: 445590834 度; 天然氣: 102670635 立方公尺; 重油: 18272 公秉; 柴油: 640940 公升; 液化石油氣: 36300 公斤;,445590834,41/164,0.0251,8784,未達成 / 未說明,自發自用,NA,NA,-0.1129528694,661160,745291.968,665939.883,15.07464842,16.33730128,15.66813778,484668284,445407156,445590834,8784,8784,8784,0,0,0
03279507,1109,信大水泥股份有限公司,信大,水泥業,宜蘭縣,515662.893,433199.45,40857.1068,27567.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.6988679,0.2108577075,,,2050,相較 2022 基準年，於 2045 年減量 50%,相較 2019 基準年，於 2030 年減量 50.1%,2022,2045,0.5,531651.13,532476,否,否,持續尋找可替代原料及燃料，如氟化鈣污泥、燃煤飛灰等，以降低對化石燃料依賴。循環經濟資源再利用、綠色採購。,循環經濟資源再利用、綠色採購,有提供,NA,煙煤: 1609863.96 GJ; 電力: 251137 GJ; 柴油: 18079 GJ; 汽油: 69.27 GJ;,69760414,121/164,0.0112,NA,未達成 / 未說明,自發自用、再生能源憑證,NA,0.01,0.1184944323,605550,618396.134,515662.893,94.78991249,98.7874711,110.7454418,74503745,83274014,69760414,,,NA,74086,114386,69014
28112667,6770,力晶積成電子製造股份有限公司,力積電,半導體業,新竹市,666436.592,68785.39,533798.5124,214549,76152,NA,135535,754,1407,128,565,NA,8,NA,NA,NA,NA,NA,NA,199.9309776,淨利為負值,,,2050,相較 2020 基準年，於 2027 年減量 12%,,2020,2027,0.12,NA,127200,否,否,供應鏈在地採購、推動綠色採購、與價值鏈夥伴議合。,供應鏈在地採購、推動綠色採購、與價值鏈夥伴議合,有提供,0.034,外購電力: 4802454 GJ; 天然氣: 594643 GJ; 外購再生電力: 47185 GJ; 自發自用再生電力: 2734 GJ; 柴油: 2364 GJ;,1347881000,22/164,0.0103,1000,未達成 / 未說明,自發自用、再生能源憑證,0.3,0.01,0.2869612945,628568,673128.089,666436.592,8.261216075,15.29052857,14.90052572,1169228000,1131783000,1347881000,,,1000,0,0,0
03522600,1402,遠東新世紀股份有限公司,遠東新,石化業,新竹縣,692539.132,409217.74,216517.2415,11289000,6749000,177000,297000,200000,10000,1430,15860,3660,568000,2866000,10,402000,280,0,0,207.7617396,0.009684365276,,,2050,相較 2020 基準年，於 2030 年減量 50%,相較 2019 基準年，於 2030 年增加 83.3%,2020,2030,0.5,2432000,663405,否,否,低碳燃料替代，使用天然氣、生質燃料、氫能。步將高碳排放的水煤漿和重油鍋爐替換 為碳排放量較低的天然氣鍋爐。採用低碳替代原料、低碳燃料替代、供應商議合。,採用低碳替代原料、低碳燃料替代、供應商議合,有提供,0.33,天然氣: 6304 TJ; 電力: 5554 TJ; 煤: 3636 TJ; 水煤漿: 1253 TJ; 外購蒸汽: 499 TJ; 生質燃料: 428 TJ; 重油: 25 TJ; 柴油: 29 TJ;,1542777778,21/164,0.14,8722,未達成 / 未說明,自發自用、購買再生電力(PPA/憑證),NA,0.015,-0.1079999539,745917,751602.273,692539.132,2.826037024,2.922203575,2.55592896,1695833333,1696111111,1542777778,14515,18853,8722,219150.07,152577.018,185210.159
55991080,非上市櫃公司,矽品精密工業股份有限公司,無簡稱,半導體業,台中市,580963.342,12153.57,542599.0191,814692.17,160295.26,449427.83,145266.05,11876.78,3210.72,474.05,6274.99,566.05,11893.2,NA,NA,NA,25407.25,NA,0,174.2890026,無法計算,,,NA,相較 2016 基準年，於 2030 年減量 59%,,2016,2030,0.588,573160.028,0,否,否,發展低碳供應鏈、申請碳權、參與產業總量管制訂定。,發展低碳供應鏈、申請碳權、參與產業總量管制訂定,未提供,NA,電力: 1554000000 度; 天然氣: 82352 GJ; 蒸氣: 32628 GJ; 柴油: 6943 GJ;,1554000000,20/164,0.2268,4308.7,已達成,自發自用、再生能源憑證,NA,0.02,,0,0,580963.342,,,,1463000000,1496000000,1554000000,,,4308.7,0,0,0
11072509,非上市櫃公司,三福氣體股份有限公司,無簡稱,石化業,台南市,506347.364,3662.17,553568.5254,,,,,,,,,,,,,,,,,151.9042092,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,506347.364,,,,,,,,,,0,0,0
22099456,非上市櫃公司,聯亞科技股份有限公司,無簡稱,石化業,新竹市,584561.308,115.51,553519.4912,,,,,,,,,,,,,,,,,175.3683924,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,584561.308,,,,,,,,,,0,0,0
76027628,非上市櫃公司,日月光半導體製造股份有限公司,無簡稱,半導體業,桃園市,573075.723,12754.01,519628.2054,18067529,14999675,2210464,379145,209262,15629,1818,32323,5439,61588,NA,NA,NA,25901,NA,126285,171.9227169,無法計算,,,2050,相較 2016 基準年，於 2030 年減量 59%,,2016,2030,0.588,1763221,0,否,否,2045年前廠內運具及上下游陸運全面低碳化，逐步汰換化石燃料載具。推動低碳運輸、建置充電樁鼓勵員工更換電動車、原物料供應商減碳輔導。,推動低碳運輸、建置充電樁鼓勵員工更換電動車、原物料供應商減碳輔導,有提供,NA,電力: 4294177 MWh; 液化天然氣: 354105 GJ; 重油: 43942 GJ; 柴油: 35058 GJ; 汽油: 5912 GJ; 液化石油氣: 4123 GJ;,4294177000,10/164,0.192,NA,已達成,透過自發自用太陽能光電、外購 再生能源、採購再生能源憑證等,1,0.02,,0,0,573075.723,,,,,,4294177000,,,NA,0,0,0
68387705,1763,奇美實業股份有限公司,奇美實業,石化業,台南市,570955.31,383069.34,122128.1413,4164040.87,2473197.46,65269.09,89224.48,21654.56,367.51,712.32,1274.75,0.03,31153.04,1127036.48,NA,645.59,113.18,NA,353392.39,171.286593,淨利為負值,,,2050,相較 2021 基準年，於 2030 年減量 42%,資料不足,2021,2030,0.42,,743659,是,否,2035 年前達成汽電共生廠 75%（天然氣 60%、氫能 15%）、太陽能電廠 5%、離岸風電 20%。推廣客戶使用生質基原料、推廣碳手印理念、導入碳捕捉再利用。,推廣客戶使用生質基原料、推廣碳手印理念、導入碳捕捉再利用,有提供,0.06,天然氣: 5998533 GJ; 外購用電: 121068 GJ; 重油: 164 GJ; 柴油: 6 GJ; 液化石油氣: 6 GJ;,33630000,148/164,0,22000,未達成 / 未說明,奇美實業太陽能發電係以售電方式辦理。,0.25,NA,0.04953530143,613904,691694.093,570955.31,3.998371952,5.541460497,4.296556086,1092233636,650386803,33630000,22000,22000,22000,0,0,0
23535435,3037,欣興電子股份有限公司,欣興,電子業,新竹縣,518310.21,27994.48,512148.6201,231397.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.493063,0.007052224031,,,2050,相較 2020 基準年，於 2030 年減量 30%,,2020,2030,0.3,NA,0,否,否,規劃再生能源使用、設置氫能燃料電池、投資綠電。回收再利用(包材/金鹽/銅)、提升運輸效率。,回收再利用(包材/金鹽/銅)、提升運輸效率,有提供,NA,"電力: 1,282,074000 度; 天然氣: 11,877,766 立方米; 柴油: 181 公秉; 汽油: 51 公秉; 液化石油氣: 7 公秉;",1282074000,23/164,0,0,未達成 / 未說明,NA,NA,NA,,0,0,518310.21,0,0,4.492463082,1741819000,1763996000,1282074000,,,0,0,0,0
23218395,9957,燁聯鋼鐵股份有限公司,燁聯,鋼鐵業,高雄市,570136.911,223796.28,294245.9661,,,,,,,,,,,,,,,,,171.0410733,淨利為負值,,,,未規劃 / 資訊不足,資料不足,,,,,728857,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,579293,705756.774,570136.911,10.77590505,16.26575525,12.25570462,,,,,,,0,0,0
16096804,8046,南亞電路板股份有限公司,南電,電子業,桃園市,486877.161,5498.22,439642.3111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.0631483,0.02026290885,,,2050,相較 2020 基準年，於 2030 年減量 25%,,2020,2030,0.25,419319,0,是,否,自建太陽光電、購買綠電、推動節能減碳。建立廠區支援生產、視訊會議、出差共乘制度。,建立廠區支援生產、視訊會議、出差共乘制度,有提供,NA,電力: 1650659.80 GJ; 蒸氣: 435918.02 GJ; 再生能源: 1394.48 GJ; 柴油: 682.7 GJ; 液化石油氣: 345.22 GJ; 汽油: 47.09 GJ;,458516667,39/164,0.001,347.47,未達成 / 未說明,自發自用,NA,0.02,0.3462958447,0,0,486877.161,0,0,15.08137933,,,458516667,,347,347.47,0,0,0
04212250,1312,國喬石油化學股份有限公司,國喬,石化業,高雄市,354856.705,503346.52,20354.3808,760630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.4570115,淨利為負值,,,2050,相較 2020 基準年，於 2030 年減量 40%,相較 2019 基準年，於 2030 年減量 47.1%,2020,2030,0.4,561960,637046,否,否,2030-2040年汽電鍋爐改燒天然氣，逐步減少煤炭依賴。2040年燃煤鍋爐全部改用天然氣。執行供應商溫室氣體盤查、推動綠色採購、要求關鍵供應商執行碳中和。,執行供應商溫室氣體盤查、推動綠色採購、要求關鍵供應商執行碳中和,有提供,NA,外購電力: 24716.03 GJ; 液化天然氣: 481561.64 GJ; 煤: 4797929.52 GJ; 重油: 10970.24 GJ;,6865564,160/164,0,0,未達成 / 未說明,,NA,0.01,0.02006489142,561832,541040.957,354856.705,30.90958685,34.41913937,21.61333245,,,6865564,,,0,47709,137443,191366
89390656,2408,南亞科技股份有限公司,南亞科,半導體業,新北市,430643.816,37972.92,373670.3043,817588,157262,37159,77817,2372,1328,130,1723,NA,2272,NA,501684,NA,NA,NA,35841,129.1931448,淨利為負值,,,NA,相較 2020 基準年，於 2030 年減量 25%,,2020,2030,0.25,NA,390825,是,否,主要排放源來自價值鏈上游購買的商品與服務、協助供應商進行節能減碳相關專案、加入SBTi科學減碳目標倡議。,主要排放源來自價值鏈上游購買的商品與服務、協助供應商進行節能減碳相關專案、加入SBTi科學減碳目標倡議,有提供,NA,電力: 801326 MWh; 天然氣: 5630508 立方公尺; 柴油: 20000 公升; 蒸汽: 46340 公噸;,801326,162/164,0.039,27.36,未達成 / 未說明,自發自用,0.25,NA,0.2537844074,464754,435150.282,430643.816,8.160411502,14.55726708,12.61713399,744299000,766442000,801326,27,27,27.36,0,0,0
04388145,非上市櫃公司,台灣康寧顯示玻璃股份有限公司,無簡稱,非金屬製品加工業,台中市,448314.539,41930.54,376432.3181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.4943617,無法計算,,,NA,相較 2021 基準年，於 2028 年減量 30%,相較 2019 基準年，於 2030 年增加 467.7%,2021,2028,0.3,3300000,406884,否,否,供應商碳排數據蒐集計畫、優化物流運輸路線、推動供應商去碳化。,供應商碳排數據蒐集計畫、優化物流運輸路線、推動供應商去碳化,有提供,NA,,NA,無資料,NA,NA,未達成 / 未說明,購電協議; 再生能源憑證,NA,NA,,375913,380174.786,448314.539,,,,,,NA,,,NA,0,0,0
03795101,1722,台灣肥料股份有限公司,台肥,石化業,台中市,494915.739,384323.87,41432.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.4747217,0.02977156964,,,2050,相較 2024 基準年，於 2030 年減量 46%,,2024,2030,0.46,NA,0,否,否,燃油鍋爐全面改使用天然氣。,NA,有提供,0.0084,電力: 341.16 TJ; 天然氣: 290.35 TJ; 蒸汽: 17.07 TJ; 燃料油: 6.20 TJ; 柴油: 1.72 TJ;,94767842,105/164,0,0,未達成 / 未說明,無,NA,0.015,0.09603160061,0,0,494915.739,0,0,41.68322957,99952778,95808333,94767842,,,0,0,0,0
07066907,1718,中國人造纖維股份有限公司,中纖,石化業,高雄市,438889.699,338853.92,15411.7663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.6669097,0.03199713236,,,,相較 2024 基準年，於 2030 年減量 6%,相較 2019 基準年，於 2030 年減量 27.9%,2024,2030,0.06,349657.0076,455799,否,否,採購使用低汙染熱能與乾淨燃料天然氣、鍋爐燒機改造。,NA,有提供,0.0028,電力(外購): 79815 GJ; 天然氣: 230689 GJ; 煤炭: 3062498 GJ; 重油: 121373 GJ;,248437550,59/164,0,0,未達成 / 未說明,無,NA,NA,-0.3327773743,429872,442863.969,438889.699,12.59951156,11.42276059,9.671401497,305267015,275835100,248437550,,,0,157267.01,141956.25,155616.35
15395706,非上市櫃公司,義芳化學工業股份有限公司,無簡稱,石化業,桃園市,376117.106,375612.68,43349.5586,,,,,,,,,,,,,,,,,112.8351318,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,436216,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,465148,440221.293,376117.106,,,,,,,,,,167011,162488.2,174970.73
22099218,2344,華邦電子股份有限公司,華邦電,半導體業,台中市,304606.674,49055.38,352997.8652,405474,323883,NA,74237,1433,2570,372,2980,NA,NA,NA,NA,NA,NA,NA,NA,91.3820022,3.02182955,,,2050,相較 2023 基準年，於 2030 年減量 42%,相較 2019 基準年，於 2030 年減量 25.8%,2023,2030,0.42,400684,313177,是,否,低碳運輸、推動供應鏈減碳、產品碳足跡盤查。,低碳運輸、推動供應鏈減碳、產品碳足跡盤查,有提供,NA,電力: 3205928 十億焦耳; 天然氣: 1550 十億焦耳; 柴油: 136 十億焦耳; 汽油: 62 十億焦耳; 液化石油氣: 936 公噸; 燃料油: 16498 十億焦耳;,2527712000000,1/164,0.059,1319,未達成 / 未說明,自發自用、購電協議、再生能源憑證,0.5,0.15,0.0900872974,327493,319910.86,304606.674,3.464442267,4.265132487,3.732478127,761000000,794100000,2527712000000,499,1318,1319,0,0,0
70584724,非上市櫃公司,艾杰旭顯示玻璃股份有限公司,無簡稱,非金屬製品加工業,雲林縣,372497.16,114705.44,279959.8345,,,,,,,,,,,,,,,,,111.749148,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,277166,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,270545,233902.635,372497.16,,,,,,,,,,0,0,0
22522453,非上市櫃公司,亞東工業氣體股份有限公司,無簡稱,石化業,台中市,324260.193,7662.54,342450.5675,,,,,,,,,,,,,,,,,97.2780579,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,324260.193,,,,,,,,,,0,0,0
22099548,2337,旺宏電子股份有限公司,旺宏,半導體業,新竹市,366040.288,115448.17,236168.9114,204910.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.8120864,淨利為負值,,,2050,相較 2023 基準年，於 2030 年減量（百分比未揭露）,資料不足,2023,2030,,375001.28,432482,否,否,盤查範疇三排放量、評估價值鏈排放量貢獻、客戶要求旺宏積極減碳。,盤查範疇三排放量、評估價值鏈排放量貢獻、客戶要求旺宏積極減碳,有提供,NA,電力: 1909576 GJ; 天然氣: 87047 GJ; 柴油: 1193 GJ; 汽油: 273 GJ; 液化石油氣: 260 GJ;,530437778.2,35/164,0.0191,430,已達成,自發自用、外購再生能源,NA,NA,0.2612987456,423042,392356.825,366040.288,9.727909111,14.2036777,14.14185259,499271389,520643889,530437778.2,430,430,430,0,0,0
80354671,非上市櫃公司,慶欣欣鋼鐵股份有限公司,無簡稱,鋼鐵業,彰化縣,373455.014,47995.93,215342.1088,,,,,,,,,,,,,,,,,112.0365042,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,401406,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,410251,372209.601,373455.014,,,,,,,,,,0,0,0
14057995,1710,東聯化學股份有限公司,東聯,石化業,高雄市,340053.197,20976.34,317216.8315,530692.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.0159591,淨利為負值,,,2050,相較 2021 基準年，於 2030 年減量 35%,相較 2019 基準年，於 2030 年減量 33.1%,2021,2030,0.35,353154.9161,342939,否,否,已將熱媒加熱爐及蓄熱式焚化爐燃料改為天然氣，停用柴油泵，並評估興建高效率低碳汽電共生系統。汰換老舊運輸車輛、推動交通車共乘與提早發車、推動綠色採購。,汰換老舊運輸車輛、推動交通車共乘與提早發車、推動綠色採購,有提供,NA,"蒸汽: 540,449 噸; 電力: 430,300,800 度; 天然氣: 495,370.6 立方米; 柴油: 20,185 加崙; 汽油: 7.403 千公升;",430300800,44/164,0.018,108.78,已達成,"為因應用電大戶條款，2023 年已採購年發電量約 7,675,000 度之再生能源，達契約容量 10%。2024 年義 務裝置容量為 5,115.06 瓩，除自設 108.78 瓩太陽能系統外，並購買 6,160 瓩相當於 7,700,000 度的太陽能再 生電力及憑證，總履行容量達 6,268.78 瓩，符合法規要求。",0.1,0.015,0.01273223178,332807,0,340053.197,15.07203061,0,14.29718856,467971200,452120370,430300800,,,108.78,0,0,0
22318678,非上市櫃公司,亞東石化股份有限公司,無簡稱,石化業,桃園市,339529.454,216385.82,92237.904,,,,,,,,,,,,,,,,,101.8588362,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,275805,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,399123,381691.972,339529.454,,,,,,,,,,0,0,0
16082267,6239,力成科技股份有限公司,力成,半導體業,新竹縣,347265.37,5574.18,294316.0245,263504.04,68019.31,64841.42,116326.97,208.88,973.84,92.29,11038.34,1107.03,503.78,NA,NA,NA,392.19,NA,NA,104.179611,0.00414701035,,,2050,相較 2020 基準年，於 2030 年減量 15%,,2020,2030,0.15,414692.186,0,否,否,2025年再生能源比例達5%，2030年達15%，2050年達100%。攜手供應商減碳行動、製造業以大帶小低碳轉型計畫、進行組織型溫室氣體盤查。,攜手供應商減碳行動、製造業以大帶小低碳轉型計畫、進行組織型溫室氣體盤查,有提供,NA,電力: 2563683.87 GJ; 天然氣: 16554.71 GJ; 柴油: 457.61 GJ;,712134409,30/164,0.0343,NA,未達成 / 未說明,自發自用、轉供再生能源、再生能源憑證,0.15,0.01,0.03383524833,0,0,347265.37,0,0,4.736618305,762718036,681688744,712134409,,,NA,0,0,0
35412204,1605,華新麗華股份有限公司,華新,鋼鐵業,台南市,310709.095,134231.96,170154.3536,2423215.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2127285,0.01230698287,,,2050,相較 2014 基準年，於 2030 年減量（百分比未揭露）,資料不足,2014,2030,,,313900,否,否,研議降低燃燒碳排10%-15%之計畫，歐洲廠區啟動綠色氫氣計劃以替代熱處理爐燃料。成立華新麗華低碳聯盟、要求供應商簽署經營管理承諾書、輔導高風險供應商改善。,成立華新麗華低碳聯盟、要求供應商簽署經營管理承諾書、輔導高風險供應商改善,有提供,0.0027,天然氣: 4600.03 10^3 GJ; 外購電力: 3605.81 10^3 GJ; 自發自用綠電: 1050.25 10^3 GJ; 柴油: 303.24 10^3 GJ; 液化石油氣: 172.73 10^3 GJ; 車用汽油: 108.44 10^3 GJ;,1001613889,26/164,0.2256,5500,未達成 / 未說明,自發自用,NA,0.015,0.09218874761,314914,348952.09,310709.095,1.745636058,1.838141474,1.732723463,,,1001613889,,,5500,0,0,0
07435515,1409,新光合成纖維股份有限公司,新纖,紡織業,桃園市,322466.807,109311.74,180607.1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7400421,0.0608359893,,,2050,相較 2021 基準年，於 NA 年減量 NA,,2021,NA,NA,373440,315348,是,否,推動燃料轉型，將燃油改為燃氣，並規劃全廠性熱媒鍋爐燃料轉換。2025年預計再投入1.3億元執行燃煤改燃氣。推動衣to衣循環回收、使用環保聚酯(r-PET)、推動低碳物流合作機制。,推動衣to衣循環回收、使用環保聚酯(r-PET)、推動低碳物流合作機制,有提供,0.12,電力: 1350.5 TJ; 天然氣: 1206.4 TJ; 燃煤: 341.0 TJ; 重油: 63.8 TJ; 綠電: 23 TJ; 柴油: 9.4 TJ;,381527778,47/164,0.0167,5079.2,已達成,綠電採購、再生能源憑證,NA,0.02,,256161,291886.162,322466.807,5.57263362,7.377356986,6.987489524,,,381527778,,,5079.2,16118,17888,16778
22507241,2449,京元電子股份有限公司,京元電子,半導體業,苗栗縣,278837.427,6161.7,275643.9626,503695.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.6512281,0.0114746977,,,2050,相較 2022 基準年，於 2030 年減量 15%,,2022,2030,0.15,419044.73,0,否,否,輔導供應商進行碳足跡盤查、評估低碳包材使用。,輔導供應商進行碳足跡盤查、評估低碳包材使用,未提供,NA,外購電力: 3192275.34 GJ; 外購蒸氣: 15228.10 GJ; 化石燃料: 7689.66 GJ; 自產太陽能: 8489.52 GJ; 外購再生能源: 56700.00 GJ;,902493150.7,29/164,0.0199,NA,未達成 / 未說明,「京隆為自發自用」、「京元(KYEC)透過外購之再生能源轉供」(即CPPA/購電協議),0.2,0.015,0.2022066511,0,0,278837.427,0,0,10.38267445,782112589,795781464,902493150.7,,,NA,0,0,0
79254702,非上市櫃公司,協勝發鋼鐵廠股份有限公司,無簡稱,鋼鐵業,高雄市,262673.872,77806.88,190747.7339,,,,,,,,,,,,,,,,,78.8021616,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,300709,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,271769,292153.74,262673.872,,,,,,,,,,0,0,0
16450500,6116,瀚宇彩晶股份有限公司,彩晶,光電業,台南市,316161.646,14163.44,249063.438,114186.8,63226.23,45349.29,NA,76.37,3127.5,78.83,2133.9,NA,194.67,NA,0,0,NA,NA,NA,94.8484938,淨利為負值,,,2045,相較 2020 基準年，於 2030 年減量 30%,相較 2019 基準年，於 2030 年減量 27.3%,2020,2030,0.3,396122.08,381424,否,否,積極推動能源轉型，擴大太陽能、風能等再生能源的使用，逐步取代傳統化石燃料。推動供應商碳盤查與目標管理、強化減碳能力建構與資源共享、促進再生能源使用。,推動供應商碳盤查與目標管理、強化減碳能力建構與資源共享、促進再生能源使用,有提供,0.975,電力: 442051262 度; 天然氣: 2847421 立方公尺; 柴油: 5211 公升; 汽油: 43402 公升; 蒸氣: 3088770 公升; 液化石油氣: 14347 公斤;,431620262,43/164,0.0236,NA,未達成 / 未說明,自發自用、再生能源憑證（電證合一）,1,0.01,0.1520616596,376426,371450.37,316161.646,22.07678719,30.06973387,31.72885279,543993700,526581554,431620262,,,NA,0,0,0
07838854,2014,中鴻鋼鐵股份有限公司,中鴻,鋼鐵業,高雄市,258417.605,124542.5,117802.4213,3437849.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5252815,0.3967248556,,,2050,相較 2018 基準年，於 2030 年減量 25%,相較 2019 基準年，於 2030 年減量 7.0%,2018,2030,0.25,379254,305725,否,否,加熱爐改用天然氣已完成，規劃未來導入氫氣混燒及全氫燃燒系統。綠色產品開發降低下游加工耗能、要求供應商提供碳足跡、使用再生材原料。,綠色產品開發降低下游加工耗能、要求供應商提供碳足跡、使用再生材原料,有提供,NA,"天然氣: 2,046,951GJ; 電力(非再生): 861274 GJ; 電力(再生): 22588 GJ;",NA,無資料,0.0077,NA,已達成,購買綠電、再生能源憑證,NA,0.015,,285187,269930.86,258417.605,6.408193478,7.147796135,8.483411088,,,NA,,,NA,0,0,0
69771636,2028,威致鋼鐵工業股份有限公司,威致,鋼鐵業,台南市,284920.606,66913.97,162234.3424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.4761818,0.1617819108,,,2050,相較 NA 基準年，於 2030 年減量 8%,相較 2019 基準年，於 2030 年減量 18.2%,NA,2030,0.084,291249,327449,否,否,2024年全廠將燃燒燃料油更換為燃燒天然氣。,NA,有提供,0.0091,"電力: 1,269,319.68; 天然氣: 403,622.06; 液化石油氣: 77,324.31; 柴油: 26,524.18; 燃料油: 18,569.30; 汽油: 975.95",352580733.6,51/164,0,0,未達成 / 未說明,,NA,0.01,0.09346324484,272701,311165.727,284920.606,20.77985512,29.67956815,27.94398954,371878400,328313600,352580733.6,,,0,0,0,0
70785139,3189,景碩科技股份有限公司,景碩,電子業,桃園市,263505.508,20250.59,224539.5984,134382.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.0516524,0.02863504357,,,2050,相較 2022 基準年，於 2030 年減量 NA,,2022,2030,NA,270495.5834,0,否,否,綠色供應鏈管理、提高在地採購比例、推動產品廢棄物轉製輔助燃料棒。,綠色供應鏈管理、提高在地採購比例、推動產品廢棄物轉製輔助燃料棒,未提供,NA,外購電力: 506.9532 百萬度; 天然氣: 45200.0961 GJ; 綠電: 4.698 百萬度; 柴油: 1123.8856 GJ; 汽油: 72.3989 GJ;,511651200,36/164,0.00918,NA,已達成,購電協議,0.1,0.015,0.1511594734,0,0,263505.508,0,0,8.629627942,499570000,458862600,511651200,,,NA,0,0,0
42818882,非上市櫃公司,林園先進材料科技股份有限公司,無簡稱,石化業,高雄市,274634.121,198807.3,26068.9496,,,,,,,,,,,,,,,,,82.3902363,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,256730,285787.926,274634.121,,,,,,,,,,0,0,0
