年度,管制編號,事業名稱,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),縣市別,行業分類
109,K7000504,臺鹽實業股份有限公司通霄精鹽廠,89397503,"23,709.00",817.00,"24,526.00",苗栗縣,其他食品製造業
109,K7000513,建順煉鋼股份有限公司,55695790,"31,799.00","90,138.00","121,937.00",苗栗縣,鋼鐵製造業
109,K7000764,台灣電力股份有限公司通霄發電廠,	03795904,"8,358,820.00","1,039.00","8,359,859.00",苗栗縣,電力供應業
109,K7104025,群創光電股份有限公司T1廠,12800225,"7,280.00","130,754.00","138,034.00",苗栗縣,光電材料及元件製造業
109,K71A1370,群創光電股份有限公司T2廠,12800225,"19,049.00","230,800.00","249,849.00",苗栗縣,光電材料及元件製造業
109,K71A2695,群創光電股份有限公司T3廠,12800225,"10,221.00","84,684.00","94,905.00",苗栗縣,光電材料及元件製造業
109,K7200933,華夏海灣塑膠股份有限公司頭份廠,11686106,"44,564.00","85,975.00","130,539.00",苗栗縣,化學原材料製造業
109,K7201001,中國石油化學工業開發股份有限公司頭份廠,	03084741,"375,278.00","16,764.00","392,042.00",苗栗縣,化學原材料製造業
109,k8000366,立安東化工股份有限公司三義廠,20939460,"87,065.00","17,116.00","104,181.00",苗栗縣,化學原材料製造業
109,K8100129,東和鋼鐵企業股份有限公司苗栗廠,75280209,"103,458.00","254,985.00","358,443.00",苗栗縣,鋼鐵製造業
109,K8201149,冠軍建材股份有限公司第二廠,49701774,"64,242.00","27,865.00","92,107.00",苗栗縣,耐火、黏土建材及其他陶瓷製品製造業
109,L0000624,永豐餘工業用紙股份有限公司成功廠,27719048,"21,827.00","8,560.00","30,387.00",臺中市,紙漿、紙及紙板製造業
109,L0200473,台灣電力股份有限公司台中發電廠,	03795904,"26,100,261.00","46,197.00","26,146,458.00",臺中市,電力供應業
109,L0200633,中龍鋼鐵股份有限公司,84613756,"8,959,413.00","182,862.00","9,142,275.00",臺中市,鋼鐵製造業
109,L02A0301,中聯資源股份有限公司台中廠,86119908,"34,200.00","25,610.00","59,810.00",臺中市,其他非金屬礦物製品製造業
109,L8801052,廣源造紙股份有限公司台中廠,50301500,"110,558.00","49,628.00","160,186.00",臺中市,紙漿、紙及紙板製造業
109,L8900676,永豐餘消費品實業股份有限公司清水廠,22327037,"43,506.00","28,174.00","71,680.00",臺中市,其他紙製品製造業
109,L9000666,味丹企業股份有限公司沙鹿第一工廠,56121907,"93,019.00","18,315.00","111,334.00",臺中市,其他食品製造業
109,L9100198,台灣玻璃工業股份有限公司台中廠,11914002,"101,142.00","19,527.00","120,669.00",臺中市,玻璃及其製品製造業
109,L9100563,台灣玻璃工業股份有限公司台中廠平板三場,11914002,"38,479.00","23,323.00","61,802.00",臺中市,玻璃及其製品製造業
109,L9101748,中美和石油化學股份有限公司台中廠,14040691,"136,159.00","32,628.00","168,787.00",臺中市,化學原材料製造業
109,L9200693,正隆股份有限公司后里分公司,33085508,"807,654.00","34,499.00","842,153.00",臺中市,紙漿、紙及紙板製造業
109,L9200728,豐興鋼鐵股份有限公司,55389357,"251,942.00","510,589.00","762,531.00",臺中市,鋼鐵製造業
109,L9202099,台灣美光記憶體股份有限公司台中一廠,28518076,"113,281.00","538,812.00","652,093.00",臺中市,半導體製造業
109,L92A0931,友達光電股份有限公司后里廠,84149738,"7,319.00","345,234.00","352,553.00",臺中市,光電材料及元件製造業
109,L9506056,華邦電子股份有限公司中科廠,22099218,"53,271.00","274,222.00","327,493.00",臺中市,半導體製造業
109,L95A2041,台灣積體電路製造股份有限公司15廠,22099131,"252,105.00","801,414.00","1,053,519.00",臺中市,半導體製造業
109,N0803765,台灣玻璃工業股份有限公司鹿港廠,11914002,"40,693.00","93,350.00","134,043.00",彰化縣,玻璃及其製品製造業
109,N08A1098,台灣玻璃工業股份有限公司鹿港平板廠,11914002,"53,213.00","9,002.00","62,215.00",彰化縣,玻璃及其製品製造業
109,N1400562,榮成紙業股份有限公司,34202841,"242,543.00","3,018.00","245,561.00",彰化縣,紙漿、紙及紙板製造業
109,N14A1507,榮成紙業股份有限公司蒸汽廠,34202841,"248,140.00","3,814.00","251,954.00",彰化縣,紙漿、紙及紙板製造業
109,N1504207,星能電力股份有限公司,70783765,"884,261.00","4,653.00","888,914.00",彰化縣,電力供應業
109,N1505633,星元電力股份有限公司,27945086,"914,026.00","5,277.00","919,303.00",彰化縣,電力供應業
109,N1601229,慶欣欣鋼鐵股份有限公司,80354671,"164,361.00","245,890.00","410,251.00",彰化縣,鋼鐵製造業
109,N1607141,台灣鋼聯股份有限公司,89528054,"88,986.00","9,776.00","98,762.00",彰化縣,化學原材料製造業
109,N2100552,正新橡膠工業股份有限公司,59504506,"30,187.00","40,743.00","70,930.00",彰化縣,橡膠製品製造業
109,N2902234,力麗企業股份有限公司彰化化纖總廠,	07663290,"128,251.00","59,795.00","188,046.00",彰化縣,人造纖維製造業
109,N2904318,力鵬企業股份有限公司彰化尼龍總廠,33955322,"31,450.00","131,363.00","162,813.00",彰化縣,人造纖維製造業
109,O1700798,元隆電子股份有限公司,22099174,"56,990.00","20,382.00","77,372.00",新竹市,半導體製造業
109,O1701115,漢磊科技股份有限公司研新廠,47299902,"13,960.00","8,742.00","22,702.00",新竹市,半導體製造業
109,O1703315,華夏玻璃股份有限公司,47109348,"96,558.00","28,825.00","125,383.00",新竹市,玻璃及其製品製造業
109,O1703351,台灣玻璃工業股份有限公司新竹廠,11914002,"125,327.00","49,750.00","175,077.00",新竹市,玻璃及其製品製造業
109,O1704787,旺宏電子股份有限公司晶圓一廠,22099548,"41,146.00","32,357.00","73,503.00",新竹市,半導體製造業
109,O1704812,台灣茂矽電子股份有限公司,22099110,"173,389.00","50,233.00","223,622.00",新竹市,半導體製造業
109,O1706049,元太科技工業股份有限公司,22099890,115.00,"15,894.00","16,009.00",新竹市,光電材料及元件製造業
109,O1706209,聯華電子股份有限公司Fab8A廠,47217677,"102,959.00","117,189.00","220,148.00",新竹市,半導體製造業
109,O1706307,旺宏電子股份有限公司晶圓二廠,22099548,"51,075.00","89,576.00","140,651.00",新竹市,半導體製造業
109,O1706692,聯華電子股份有限公司Fab8E廠,47217677,"44,258.00","78,788.00","123,046.00",新竹市,半導體製造業
109,O1707395,友達光電股份有限公司L5廠,84149738,946.00,"41,247.00","42,193.00",新竹市,光電材料及元件製造業
109,O1708632,聯華電子股份有限公司Fab8F廠,47217677,"40,936.00","83,084.00","124,020.00",新竹市,半導體製造業
109,O1709148,聯華電子股份有限公司Fab8D廠,47217677,"111,524.00","163,868.00","275,392.00",新竹市,半導體製造業
109,O1709193,友達光電股份有限公司L3B廠,84149738,"1,991.00","19,846.00","21,837.00",新竹市,光電材料及元件製造業
109,O1709308,台灣積體電路製造股份有限公司十二廠,22099131,"71,831.00","269,987.00","341,818.00",新竹市,半導體製造業
109,O1713311,台灣積體電路製造股份有限公司八廠,22099131,"121,475.00","179,765.00","301,240.00",新竹市,半導體製造業
109,o1745831,敦南科技股份有限公司新竹分公司廠,12800750,"42,921.00","21,798.00","64,719.00",新竹市,半導體製造業
109,O1749526,采鈺科技股份有限公司,80601119,"8,164.00","29,494.00","37,658.00",新竹市,其他電子零組件製造業
109,O1751197,世界先進積體電路股份有限公司晶圓二廠,84149358,"75,744.00","134,378.00","210,122.00",新竹市,半導體製造業
109,O1753306,力晶積成電子製造股份有限公司8A,28112667,"34,867.00","88,008.00","122,875.00",新竹市,半導體製造業
109,O17A0968,新唐科技股份有限公司,28112646,"36,152.00","36,819.00","72,971.00",新竹市,半導體製造業
109,O17A6887,旺宏電子股份有限公司晶圓五廠,22099548,"82,240.00","126,648.00","208,888.00",新竹市,半導體製造業
109,O17K7818,力晶積成電子製造股份有限公司8AD,28112667,392.00,"6,853.00","7,245.00",新竹市,半導體製造業
109,O17M3896,力晶積成電子製造股份有限公司P3,28112667,"23,660.00","140,932.00","164,592.00",新竹市,半導體製造業
109,O17M3925,力晶積成電子製造股份有限公司P1/2,28112667,"45,668.00","288,188.00","333,856.00",新竹市,半導體製造業
109,P4600987,福懋興業股份有限公司,14001199,"289,049.00","19,843.00","308,892.00",雲林縣,染整業
109,P4602374,展頌股份有限公司斗六廠,22927617,"18,609.00","13,423.00","32,032.00",雲林縣,人造纖維製造業
109,P4602758,富喬工業股份有限公司,16834268,"30,088.00","47,415.00","77,503.00",雲林縣,其他非金屬礦物製品製造業
109,P46A0693,艾杰旭顯示玻璃股份有限公司斗六二廠,70584724,"95,664.00","174,881.00","270,545.00",雲林縣,玻璃及其製品製造業
109,P48A0851,富喬工業股份有限公司雲林分公司,16834268,"37,912.00","42,019.00","79,931.00",雲林縣,玻璃及其製品製造業
109,P5500191,合眾紙業股份有限公司林內廠,	04380087,"34,806.00","27,883.00","62,689.00",雲林縣,紙漿、紙及紙板製造業
109,P5801513,南亞塑膠工業股份有限公司麥寮總廠,75370905,"348,488.00","829,366.00","1,177,854.00",雲林縣,化學原材料製造業
109,P5801602,台灣塑膠工業股份有限公司麥寮廠,75708007,"482,457.00","3,898,504.00","4,380,961.00",雲林縣,未分類其他化學製品製造業
109,P5801719,麥寮汽電股份有限公司,96975970,"10,690,414.00",,"10,690,414.00",雲林縣,電力供應業
109,P5801728,台塑石化股份有限公司麥寮二廠,86522210,"4,706,921.00","228,526.00","4,935,447.00",雲林縣,未分類其他化學製品製造業
109,P5801773,台灣化學纖維股份有限公司麥寮廠,58650902,"506,712.00","1,118,959.00","1,625,671.00",雲林縣,化學原材料製造業
109,P5802092,台灣化學纖維股份有限公司海豐廠,58650902,"1,224,238.00","1,991,456.00","3,215,694.00",雲林縣,化學原材料製造業
109,P5802421,台塑石化股份有限公司麥寮一廠,86522210,"13,406,280.00",,"13,406,280.00",雲林縣,化學原材料製造業
109,P5802430,台塑石化股份有限公司麥寮三廠,86522210,"7,216,533.00","75,501.00","7,292,034.00",雲林縣,未分類其他化學製品製造業
109,P5805244,南亞塑膠工業股份有限公司海豐總廠,75370905,"339,979.00","1,313,422.00","1,653,401.00",雲林縣,化學原材料製造業
109,Q6900821,上評科技實業股份有限公司嘉義廠,23667505,"24,777.00","14,838.00","39,615.00",嘉義縣,紙漿、紙及紙板製造業
109,Q6901613,福隆玻璃纖維股份有限公司,22663571,"23,475.00","31,568.00","55,043.00",嘉義縣,其他非金屬礦物製品製造業
109,Q6907286,嘉惠電力股份有限公司,96976990,"896,953.00","9,543.00","906,496.00",嘉義縣,電力供應業
109,Q7100245,台灣必成股份有限公司新港廠,22662355,"57,970.00","172,465.00","230,435.00",嘉義縣,玻璃及其製品製造業
109,Q7100254,台灣化學纖維股份有限公司新港廠,58650902,"2,468,056.00","8,792.00","2,476,848.00",嘉義縣,人造纖維製造業
109,Q7100272,南亞塑膠工業股份有限公司新港廠,75370905,"35,888.00","809,281.00","845,169.00",嘉義縣,塑膠製品製造業
109,Q7600375,南亞塑膠工業股份有限公司嘉義廠,75370905,"295,790.00","10,219.00","306,009.00",嘉義縣,塑膠製品製造業
109,Q76A0767,曜智實業股份有限公司嘉義廠,12617727,"18,812.00","4,716.00","23,528.00",嘉義縣,染整業
109,R0300606,得力實業股份有限公司,73686632,"38,718.00","28,651.00","67,369.00",臺南市,染整業
109,R0301603,宏捷科技股份有限公司南科大利廠,16130423,"17,839.00","12,420.00","30,259.00",臺南市,半導體製造業
109,R0304131,聯華電子股份有限公司Fab12A廠,47217677,"117,201.00","410,820.00","528,021.00",臺南市,半導體製造業
109,R0305156,瀚宇彩晶南科TFT-LCD三廠,16450500,"113,781.00","214,240.00","328,021.00",臺南市,光電材料及元件製造業
109,R03A0450,群創光電股份有限公司樹谷分公司,12800225,"39,367.00","410,830.00","450,197.00",臺南市,光電材料及元件製造業
109,R03A1894,群創光電股份有限公司B廠,12800225,"110,530.00","455,552.00","566,082.00",臺南市,光電材料及元件製造業
109,R03A1903,群創光電股份有限公司A廠,12800225,"19,401.00","63,621.00","83,022.00",臺南市,光電材料及元件製造業
109,R03A1913,群創光電股份有限公司D廠,12800225,"59,758.00","694,304.00","754,062.00",臺南市,光電材料及元件製造業
109,R0500240,宏遠興業股份有限公司,22817999,"70,709.00","53,847.00","124,556.00",臺南市,染整業
109,R0503072,森霸電力股份有限公司,70783499,"1,671,556.00","5,147.00","1,676,703.00",臺南市,電力供應業
109,R1001719,臺南紡織股份有限公司仁德廠,68919301,"37,782.00","28,814.00","66,596.00",臺南市,紡紗業
109,R1002065,奇美實業股份有限公司,68387705,"154,798.00","259,603.00","414,401.00",臺南市,塑膠及合成橡膠原料製造業
109,R1002547,豐年豐和企業股份有限公司上崙一廠,16635562,"27,095.00","9,232.00","36,327.00",臺南市,動植物油脂製造業
109,R10A3047,奇美實業股份有限公司旭美廠,68387705,"169,221.00","30,282.00","199,503.00",臺南市,塑膠及合成橡膠原料製造業
109,R1412418,統一實業股份有限公司二廠,73252657,"38,172.00","79,587.00","117,759.00",臺南市,金屬加工處理業
109,R14A1883,易昇鋼鐵股份有限公司,28098406,"23,490.00","89,536.00","113,026.00",臺南市,鋼鐵製造業
109,R8400827,榮剛材料科技股份有限公司新營廠,84252697,"65,881.00","66,971.00","132,852.00",臺南市,鋼鐵製造業
109,R8500582,華新麗華股份有限公司鹽水廠,35412204,"87,099.00","149,489.00","236,588.00",臺南市,鋼鐵製造業
109,R9001677,台灣積體電路製造股份有限公司十四廠,22099131,"278,688.00","743,722.00","1,022,410.00",臺南市,半導體製造業
109,R9004230,台灣積體電路製造股份有限公司六廠,22099131,"141,820.00","188,312.00","330,132.00",臺南市,半導體製造業
109,R90A1360,台灣積體電路製造股份有限公司先進封裝廠,22099131,"40,187.00","97,977.00","138,164.00",臺南市,半導體製造業
109,R90A1469,群創光電股份有限公司C廠,12800225,146.00,"19,302.00","19,448.00",臺南市,光電材料及元件製造業
109,R90A1716,群創光電股份有限公司觸控南科廠,12800225,131.00,"16,194.00","16,325.00",臺南市,光電材料及元件製造業
109,R9701341,威致鋼鐵工業股份有限公司官田廠,69771636,"92,328.00","180,373.00","272,701.00",臺南市,鋼鐵製造業
109,R9701850,官田鋼鐵股份有限公司官田廠,72065240,"14,195.00","12,629.00","26,824.00",臺南市,鋼鐵製造業
109,R9702160,台灣汽電共生股份有限公司官田廠,86685142,"369,209.00","3,525.00","372,734.00",臺南市,電力供應業
109,S1601990,燁聯鋼鐵股份有限公司,23218395,"239,075.00","340,218.00","579,293.00",高雄市,鋼鐵製造業
109,S1602102,中鴻鋼鐵股份有限公司熱軋廠,	07838854,"156,752.00","128,435.00","285,187.00",高雄市,鋼鐵製造業
109,S1900283,和益化學工業股份有限公司,	04312878,"62,022.00","22,222.00","84,244.00",高雄市,化學原材料製造業
109,S1900372,台灣氯乙烯工業股份有限公司林園廠,19084015,"104,548.00","68,158.00","172,706.00",高雄市,化學原材料製造業
109,S1900578,東聯化學股份有限公司高雄林園廠,14057995,"39,788.00","293,019.00","332,807.00",高雄市,化學原材料製造業
109,S1900612,聯成化學科技股份有限公司林園廠,	04748660,"80,997.00","16,291.00","97,288.00",高雄市,化學原材料製造業
109,S1900658,台灣苯乙烯工業股份有限公司高雄廠,20844865,"332,197.00","32,486.00","364,683.00",高雄市,化學原材料製造業
109,S1900685,台灣塑膠工業股份有限公司林園廠,75708007,"719,348.00","101,338.00","820,686.00",高雄市,化學原材料製造業
109,S1900694,台灣石化合成股份有限公司林園廠,30974253,"30,312.00","85,557.00","115,869.00",高雄市,未分類其他化學製品製造業
109,S1900710,台灣中油股份有限公司石化事業部,	03707901,"2,014,413.00","85,448.00","2,099,861.00",高雄市,化學原材料製造業
109,S1901002,合興石化工業股份有限公司林園廠,23531178,"27,552.00","27,562.00","55,114.00",高雄市,未分類其他化學製品製造業
109,S1901066,信昌化學工業股份有限公司林園廠,86120031,"163,754.00","111,388.00","275,142.00",高雄市,化學原材料製造業
109,S2001314,長春石油化學股份有限公司大發廠,11384806,"536,528.00","10,120.00","546,648.00",高雄市,蒸汽供應業
109,S2005081,長春人造樹脂廠股份有限公司大發廠,11384708,"338,726.00","225,129.00","563,855.00",高雄市,化學原材料製造業
109,S2005652,大連化學工業股份有限公司大發廠,12233428,"91,978.00","646,829.00","738,807.00",高雄市,化學原材料製造業
109,S2015916,長春人造樹脂廠股份有限公司大發二廠,11384708,"79,052.00","305,270.00","384,322.00",高雄市,化學原材料製造業
109,S2100223,中華紙漿股份有限公司久堂廠,94025264,"440,190.00","15,344.00","455,534.00",高雄市,紙漿、紙及紙板製造業
109,S2201092,長春人造樹脂廠股份有限公司高雄廠,11384708,"24,301.00","77,828.00","102,129.00",高雄市,塑膠及合成橡膠原料製造業
109,S2201109,台灣塑膠工業股份有限公司仁武廠,75708007,"2,568,101.00","19,123.00","2,587,224.00",高雄市,化學原材料製造業
109,S2300401,中國人造纖維股份有限公司高雄總廠,	07066907,"424,802.00","5,070.00","429,872.00",高雄市,化學原材料製造業
109,S2300410,中國石油化學工業開發股份有限公司大社廠,	03084741,"135,421.00","25,144.00","160,565.00",高雄市,化學原材料製造業
109,S2300429,國喬石油化學股份有限公司高雄廠,	04212250,"558,189.00","3,643.00","561,832.00",高雄市,石油及煤製品製造業
109,S2300438,台橡股份有限公司高雄廠,	03553737,"84,141.00","61,125.00","145,266.00",高雄市,塑膠及合成橡膠原料製造業
109,S2300447,高雄塑酯化學工業股份有限公司,85803825,"69,462.00","21,879.00","91,341.00",高雄市,化學原材料製造業
109,S2300465,大連化學工業股份有限公司高雄廠,12233428,"29,035.00","55,988.00","85,023.00",高雄市,化學原材料製造業
109,S2500536,燁輝企業股份有限公司高雄一廠,75947936,"62,048.00","67,112.00","129,160.00",高雄市,金屬加工處理業
109,S2602473,裕鐵企業股份有限公司岡山二廠,85978401,"41,843.00","46,047.00","87,890.00",高雄市,金屬加工處理業
109,S26A0793,裕鐵企業股份有限公司岡山三廠,85978401,"20,573.00","10,326.00","30,899.00",高雄市,金屬加工處理業
109,S29A1607,群創光電股份有限公司F廠,12800225,"36,118.00","349,479.00","385,597.00",高雄市,光電材料及元件製造業
109,S3200688,台灣電力股份有限公司興達發電廠,	03795904,"17,008,852.00","21,221.00","17,030,073.00",高雄市,電力供應業
109,U0100187,台灣水泥股份有限公司和平分公司和平廠,11913502,"3,278,854.00","134,886.00","3,413,740.00",花蓮縣,水泥及其製品製造業
109,U0100258,和平電力股份有限公司和平火力發電廠,16096852,"7,907,407.00",463.00,"7,907,870.00",花蓮縣,電力供應業
109,U9100978,台灣水泥股份有限公司花蓮廠,11913502,16.00,"1,116.00","1,132.00",花蓮縣,水泥及其製品製造業
109,U9400115,亞洲水泥股份有限公司花蓮製造廠,	03244509,"2,998,903.00","163,824.00","3,162,727.00",花蓮縣,水泥及其製品製造業
109,U9500478,中華紙漿股份有限公司花蓮廠,94025264,"73,087.00","97,851.00","170,938.00",花蓮縣,紙漿、紙及紙板製造業
109,V7500777,中華紙漿股份有限公司台東廠,94025264,"120,161.00","46,685.00","166,846.00",臺東縣,紙漿、紙及紙板製造業
109,W0404930,台灣電力股份有限公司塔山發電廠夏興分廠,	03795904,"11,750.00",,"11,750.00",金門縣,電力供應業
109,W0504775,台灣電力股份有限公司塔山發電廠,	03795904,"185,004.00",179.00,"185,183.00",金門縣,電力供應業
109,W0803559,台灣電力股份有限公司塔山發電廠麒麟分廠,	03795904,"13,137.00",,"13,137.00",金門縣,電力供應業
109,X0501232,台灣電力股份有限公司尖山發電廠,	03795904,"290,478.00",259.00,"290,737.00",澎湖縣,電力供應業
109,Z6303328,台灣電力(股)公司協和發電廠馬祖珠山分廠-珠山機組,	03795904,"32,544.00",,"32,544.00",連江縣,電力供應業
110,B2311535,台灣康寧顯示玻璃股份有限公司,	04388145,"42,153.18","338,021.61","380,174.79",臺中市,玻璃及其製品製造業
110,B2313780,友達光電股份有限公司台中廠,84149738,"20,977.68","1,008,566.64","1,029,544.32",臺中市,光電材料及元件製造業
110,B23B6125,台灣積體電路製造股份有限公司十五B廠,22099131,"319,327.21","1,670,451.67","1,989,778.89",臺中市,半導體製造業
110,B9100709,華新麗華股份有限公司台中不�袗�廠,35412204,"43,013.44","41,469.22","84,482.65",臺中市,金屬加工處理業
110,B9202664,台灣美光記憶體股份有限公司台中二廠,28518076,"5,915.41","169,963.65","175,879.06",臺中市,半導體製造業
110,C1400170,台灣電力股份有限公司協和發電廠,	03795904,"2,446,761.75","9,591.44","2,456,353.19",基隆市,電力供應業
110,C1500291,敦南科技股份有限公司基隆廠,23528103,256.69,"9,637.00","9,893.69",基隆市,其他電子零組件製造業
110,D0301680,瀚宇彩晶南科觸控感應器廠,16450500,986.32,"45,936.80","46,923.12",臺南市,光電材料及元件製造業
110,D0302141,聯華電子股份有限公司Fab12A廠第二廠區 ,47217677,"10,399.09","153,922.03","164,321.12",臺南市,半導體製造業
110,D0402208,台灣積體電路製造股份有限公司十八廠一期,22099131,"99,111.77","426,395.56","525,507.33",臺南市,半導體製造業
110,D0402431,台灣積體電路製造股份有限公司十八廠二期,22099131,"122,703.34","441,464.99","564,168.33",臺南市,半導體製造業
110,D0402904,台灣積體電路製造股分有限公司18廠三期,22099131,"71,031.75","414,852.54","485,884.29",臺南市,半導體製造業
110,D9000120,和鑫光電股份有限公司南科廠,70750217,"39,831.07","44,918.48","84,749.55",臺南市,光電材料及元件製造業
110,D9000746,台灣積體電路製造股份有限公司十四B廠,22099131,"130,999.16","608,234.27","739,233.43",臺南市,半導體製造業
110,D9001225,群創光電股份有限公司觸控模組廠,12800225,76.04,"16,881.17","16,957.21",臺南市,光電材料及元件製造業
110,D9001396,台灣積體電路製造股份有限公司十四B廠七期,22099131,"73,566.06","347,139.63","420,705.69",臺南市,半導體製造業
110,E1901105,台合科技股份有限公司,12691423,"93,870.65","5,036.72","98,907.37",高雄市,未分類其他化學製品製造業
110,E1902497,林園先進材料科技股份有限公司,42818882,"277,885.70","7,902.23","285,787.93",高雄市,石油及煤製品製造業
110,E2000554,錦州科技股份有限公司大發廠,53520959,"668,481.24","1,094.55","669,575.79",高雄市,蒸汽供應業
110,E2902160,群創光電股份有限公司L6廠,12800225,"17,562.91","146,400.73","163,963.64",高雄市,光電材料及元件製造業
110,E5400878,台灣電力股份有限公司南部發電廠,	03795904,"3,165,697.23",435.58,"3,166,132.81",高雄市,電力供應業
110,E5600056,台灣中油股份有限公司煉製事業部大林煉油廠,	03707901,"2,602,615.26","634,565.11","3,237,180.37",高雄市,石油及煤製品製造業
110,E5600092,中鋼鋁業股份有限公司臨海廠,96971313,"75,786.73","127,111.00","202,897.73",高雄市,鋁製造業
110,E5600332,協勝發鋼鐵廠股份有限公司,79254702,"88,386.28","203,767.46","292,153.74",高雄市,鋼鐵製造業
110,E5600369,東和鋼鐵企業股份有限公司高雄廠,75280209,"27,194.31","16,544.88","43,739.19",高雄市,鋼鐵製造業
110,E5600501,海光企業股份有限公司,75470524,"30,456.25","101,998.71","132,454.96",高雄市,鋼鐵製造業
110,E5600565,盛餘股份有限公司,79837539,"30,830.95","57,141.35","87,972.30",高雄市,金屬加工處理業
110,E5600798,龍慶鋼鐵企業股份有限公司,85793919,"26,815.67","52,861.08","79,676.75",高雄市,鋼鐵製造業
110,E5600841,中國鋼鐵股份有限公司,30414175,"20,884,058.13","1,255,519.20","22,139,577.33",高雄市,鋼鐵製造業
110,E5600850,中國石油化學工業開發股份有限公司小港廠,	03084741,"643,361.37","152,948.74","796,310.11",高雄市,化學原材料製造業
110,E5600869,台灣糖業股份有限公司小港廠,	03794905,"80,882.01","2,941.34","83,823.34",高雄市,其他食品製造業
110,E5600896,台灣電力股份有限公司大林發電廠,	03795904,"13,055,806.35","2,592.71","13,058,399.06",高雄市,電力供應業
110,E5601080,漢泰鋼鐵廠股份有限公司,75688109,"32,507.57","15,809.34","48,316.91",高雄市,鋼鐵製造業
110,E5601197,唐榮鐵工廠股份有限公司,75460005,"53,405.74","98,343.26","151,749.00",高雄市,鋼鐵製造業
110,E5602952,海光企業股份有限公司嘉興鋼鐵廠,75470524,"31,110.59","33,969.03","65,079.62",高雄市,鋼鐵製造業
110,E56A2617,尚承鋼鐵股份有限公司,27208480,"108,995.54","90,279.44","199,274.98",高雄市,鋼鐵製造業
110,E56A4792,中國鋼鐵股份有限公司第三冷軋廠,30414175,"57,469.94","128,485.72","185,955.65",高雄市,鋼鐵製造業
110,E56A7340,源鋼企業股份有限公司,12745455,"25,822.82","10,637.97","36,460.79",高雄市,鋼鐵製造業
110,F0622537,九滎股份有限公司瓊林廠,80629340,"10,035.95","3,920.22","13,956.16",新北市,染整業
110,F0701702,南亞塑膠工業股份有限公司樹林廠,75370905,"388,933.27","3,022.24","391,955.50",新北市,塑膠及合成橡膠原料製造業
110,F0801707,三洋窯業股份有限公司,34263157,"26,447.18","9,651.25","36,098.43",新北市,其他非金屬礦物製品製造業
110,F1507182,泰利實業股份有限公司五股廠,16007423,"18,384.13","4,994.41","23,378.54",新北市,染整業
110,F1600491,南亞塑膠工業股份有限公司林口二廠,75370905,"50,601.42","113,925.10","164,526.52",新北市,塑膠及合成橡膠原料製造業
110,F1606662,南亞科技股份有限公司三廠,89390656,"56,409.40","378,740.89","435,150.28",新北市,半導體製造業
110,F1700736,台灣電力股份有限公司林口發電廠,	03795904,"14,667,777.36","1,188.85","14,668,966.21",新北市,電力供應業
110,F2800075,台灣電力股份有限公司第二核能發電廠?,	03795904,"31,600.00","7,035.52","38,635.52",新北市,電力供應業
110,G3200778,台灣水泥股份有限公司蘇澳廠,11913502,"1,132,756.19","63,810.11","1,196,566.30",宜蘭縣,水泥及其製品製造業
110,G3200849,信大水泥股份有限公司南聖湖廠,	03279507,"574,039.84","44,356.30","618,396.13",宜蘭縣,水泥及其製品製造業
110,G32A0540,羅東鋼鐵廠股份有限公司煉鋼廠,42010509,"44,056.01","112,006.69","156,062.70",宜蘭縣,鋼鐵製造業
110,G3700791,臺灣化學纖維股份有限公司龍德廠,58650902,"1,309,470.00",136.82,"1,309,606.81",宜蘭縣,化學原材料製造業
110,G3700880,台灣塑膠工業股份有限公司冬山廠,75708007,"154,498.67","15,014.08","169,512.75",宜蘭縣,其他非金屬礦物製品製造業
110,G37A0585,潤泰精密材料股份有限公司宜蘭冬山廠 ,86871981,"523,646.11","41,619.51","565,265.61",宜蘭縣,水泥及其製品製造業
110,G38A0540,台灣半導體股份有限公司利澤廠,34286449,27.81,"9,604.06","9,631.87",宜蘭縣,半導體製造業
110,G4100017,幸福水泥股份有限公司東澳廠,40601248,"568,272.20","40,044.05","608,316.25",宜蘭縣,水泥及其製品製造業
110,H4202215,新隆纖維染整股份有限公司桃園廠,	07472834,"30,908.59","6,959.68","37,868.27",桃園市,染整業
110,H4204264,翔新企業股份有限公司桃園廠,84570243,"23,589.01","4,209.02","27,798.03",桃園市,染整業
110,H4301839,大鐘印染股份有限公司中壢廠,57002416,"33,501.41","8,135.16","41,636.57",桃園市,染整業
110,H4313348,精材科技股份有限公司中壢廠,16741846,"21,618.10","12,990.41","34,608.51",桃園市,其他電子零組件製造業
110,H43A2855,精材科技股份有限公司中壢二廠,16741846,"51,130.42","15,265.36","66,395.79",桃園市,其他電子零組件製造業
110,H43C0794,精材科技股份有限公司中壢三廠,16741846,643.74,"72,314.65","72,958.39",桃園市,其他電子零組件製造業
110,H4500458,力鵬企業股份有限公司楊梅廠,33955322,"63,871.07","21,474.78","85,345.85",桃園市,染整業
110,H4500743,中興紡織廠股份有限公司楊梅化纖廠,35082604,"73,700.16","79,931.73","153,631.89",桃園市,塑膠及合成橡膠原料製造業
110,H4503575,合晶科技股份有限公司,16138282,"3,915.35","29,429.16","33,344.51",桃園市,其他電子零組件製造業
110,H4600551,大統精密染整股份有限公司染整廠,22267777,"35,728.47","6,419.51","42,147.97",桃園市,染整業
