D9000746,台灣積體電路製造股份有限公司十四B廠,臺南市,120.27390799936,23.118351018697,ems_s_01
D0402208,台灣積體電路製造股份有限公司十八廠一期,臺南市,120.263442,23.116543,ems_s_01
D0402431,台灣積體電路製造股份有限公司十八廠二期,臺南市,120.263442,23.116543,ems_s_01（座標為 0，沿用同址廠區座標）,同址主廠：十八廠一期（D0402208）
D0402904,台灣積體電路製造股分有限公司18廠三期,臺南市,120.263442,23.116543,ems_s_01（座標為 0，沿用同址廠區座標）,同址主廠：十八廠一期（D0402208）
D0402824,台灣積體電路製造股份有限公司十八廠五期,臺南市,120.263442,23.116543,ems_s_01（座標為 0，沿用同址廠區座標）,同址主廠：十八廠一期（D0402208）
D0402815,台灣積體電路製造股份有限公司十八廠六期,臺南市,120.263442,23.116543,ems_s_01（座標為 0，沿用同址廠區座標）,同址主廠：十八廠一期（D0402208）
D0402833,台灣積體電路製造股份有限公司十八廠四期,臺南市,120.263442,23.116543,ems_s_01（座標為 0，沿用同址廠區座標）,同址主廠：十八廠一期（D0402208）
D9008466,台灣積體電路製造股份有限公司十八廠八期,臺南市,120.264929,23.110849,ems_s_01
D0403492,台灣積體電路製造股份有限公司十八廠七期,臺南市,120.2677761,23.1178458,OSM 街道級（ems_s_01 座標為 0，以登記地址街道定位）,"街道查詢：「北園一路, 安定區, 臺南市」"
D9001396,台灣積體電路製造股份有限公司十四廠七期,臺南市,120.268196,23.107971,ems_s_01
R9004230,台灣積體電路製造股份有限公司六廠,臺南市,120.272416999293,23.112200019142,ems_s_01
D9007601,台灣積體電路製造股份有限公司十四廠八期,臺南市,120.268196,23.107971,ems_s_01（座標為 0，沿用同址廠區座標）,同址主廠：十四廠七期（D9001396）
R90A1360,台灣積體電路製造股份有限公司先進封測二廠,臺南市,120.269894,23.110485,ems_s_01
D9006435,台灣積體電路製造股份有限公司先進封測二廠二期,臺南市,120.2829434,23.1152357,OSM 街道級（ems_s_01 座標為 0，以登記地址街道定位）,"街道查詢：「南科七路, 善化區, 臺南市」"
K71B0795,台灣積體電路製造股份有限公司先進封測六廠,苗栗縣,120.9083526,24.7126462,OSM 街道級（ems_s_01 座標為 0，以登記地址街道定位）,"街道查詢：「科專一路, 竹南鎮, 苗栗縣」"
K71B2355,台灣積體電路製造股份有限公司先進封測六B廠,苗栗縣,120.9006437,24.7055133,OSM 街道級（ems_s_01 座標為 0，以登記地址街道定位）,"街道查詢：「科專七路, 竹南鎮, 苗栗縣」"
L0200633,中龍鋼鐵股份有限公司,臺中市,120.501433,24.211671,ems_s_01,沿用燃煤工廠地圖廠座標登錄
Q7100254,台灣化學纖維股份有限公司新港廠,嘉義縣,120.374116,23.52465102,ems_s_01,沿用燃煤工廠地圖廠座標登錄
G3700791,臺灣化學纖維股份有限公司龍德廠,宜蘭縣,121.814023,24.6254,ems_s_01,沿用燃煤工廠地圖廠座標登錄
N0702450,臺灣化學纖維股份有限公司,彰化縣,120.561443,24.087821,ems_s_01
P5802092,台灣化學纖維股份有限公司海豐廠,雲林縣,120.22403,23.809151,ems_s_01
P5801773,台灣化學纖維股份有限公司麥寮廠,雲林縣,120.212881028598,23.815625162634,ems_s_01
Q7100754,台灣塑膠工業股份有限公司新港廠,嘉義縣,120.373957599577,23.524448319858,ems_s_01
G3700880,台灣塑膠工業股份有限公司冬山廠,宜蘭縣,121.808749,24.620656,ems_s_01
P5801602,台灣塑膠工業股份有限公司麥寮廠,雲林縣,120.217602,23.79862,ems_s_01
P5806349,台灣塑膠工業股份有限公司海豐廠,雲林縣,120.230952344031,23.795570000518,ems_s_01
P5802001,台灣塑膠工業股份有限公司麥寮碳纖廠,雲林縣,120.217602,23.79862,ems_s_01
S2201109,台灣塑膠工業股份有限公司仁武廠,高雄市,120.3350783,22.70571112,ems_s_01,沿用燃煤工廠地圖廠座標登錄
S1900685,台灣塑膠工業股份有限公司林園廠,高雄市,120.4105883,22.50719182,ems_s_01,沿用燃煤工廠地圖廠座標登錄
S1900701,台灣塑膠工業股份有限公司林園聚丙烯廠,高雄市,120.404878,22.513373,ems_s_01
H4803507,台灣中油股份有限公司煉製事業部桃園煉油廠,桃園市,121.30598457953,25.034607048794,ems_s_01
L91A0867,台灣中油股份有限公司天然氣事業部台中液化天然氣廠,臺中市,120.49097,24.253749,ems_s_01
E5600056,台灣中油股份有限公司煉製事業部大林煉油廠,高雄市,120.344745,22.531962,ems_s_01
S1900710,台灣中油股份有限公司石化事業部,高雄市,120.407452741732,22.496334812648,ems_s_01
S3200946,台灣中油股份有限公司天然氣事業部永安液化天然氣廠,高雄市,120.210469380707,22.81600084137,ems_s_01
Q7100272,南亞塑膠工業股份有限公司新港廠,嘉義縣,120.375256099618,23.525752819385,ems_s_01
Q7600375,南亞塑膠工業股份有限公司嘉義廠,嘉義縣,120.377397,23.49718999,ems_s_01,沿用燃煤工廠地圖廠座標登錄
F0701702,南亞塑膠工業股份有限公司樹林廠,新北市,121.4045199,24.9734965,ems_s_01,沿用燃煤工廠地圖廠座標登錄
F1600491,南亞塑膠工業股份有限公司林口二廠,新北市,121.415278,25.051108,ems_s_01,沿用燃煤工廠地圖廠座標登錄
H4601398,南亞塑膠工業股份有限公司錦興廠,桃園市,121.2848763,25.0535427,OSM 街道級（ems_s_01 座標為 0，以登記地址街道定位）,沿用燃煤工廠地圖廠座標登錄
H4801478,南亞塑膠工業股份有限公司工三廠,桃園市,121.373681,25.062083,ems_s_01
P5801513,南亞塑膠工業股份有限公司麥寮總廠,雲林縣,120.221730533649,23.807559647132,ems_s_01
P5805244,南亞塑膠工業股份有限公司海豐總廠,雲林縣,120.230952344031,23.795570000518,ems_s_01
S2201118,南亞塑膠工業股份有限公司仁武廠,高雄市,120.334995108368,22.705715203351,ems_s_01
G3200778,台灣水泥股份有限公司蘇澳廠,宜蘭縣,121.8557714,24.58892429,ems_s_01,沿用燃煤工廠地圖廠座標登錄
U0100187,台灣水泥股份有限公司和平分公司和平廠,花蓮縣,121.7533455,24.2982959,ems_s_01,沿用燃煤工廠地圖廠座標登錄
U9400115,亞洲水泥股份有限公司花蓮製造廠,花蓮縣,121.6398407,24.13354031,ems_s_01,沿用燃煤工廠地圖廠座標登錄
