年度,管制編號,事業名稱,公司,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),工廠排放量佔比,公司總排放量,行業大類排放量,行業大類佔比,縣市別,縣市別排放量,縣市別排放量佔比,行業分類,行業大類,永續報告書有無,是否有報告,報告書收錄連結,報告書／資訊狀態,所屬集團,資訊來源,統編_trim,收錄 ETF
112,R03A0658,晶元光電股份有限公司南科一廠,晶元光電股份有限公司,84149786,"7,634.49","25,646.31","33,280.80",43.01%,"77,385.86","77,385.86",100.00%,台南市,"53,212.95",68.76%,光電材料及元件製造業,光電業,非屬公開發行,是,,英文報告,,https://www.ennostar.com/ESG.html,84149786
112,S2000424,台灣寶理塑膠股份有限公司大發廠,台灣寶理塑膠股份有限公司,22853994,"4,724.63","71,835.30","76,559.93",100.00%,"76,559.93","76,559.93",100.00%,高雄市,"76,559.93",100.00%,塑膠及合成橡膠原料製造業,石化業,非屬公開發行,否,,無發行資訊,長春,,22853994
112,R1412418,統一實業股份有限公司二廠,統一實業股份有限公司,73252657,"26,049.85","50,288.73","76,338.59",100.00%,"76,338.59","76,338.59",100.00%,台南市,"76,338.59",100.00%,金屬加工處理業,鋼鐵業,其他,是,https://drive.google.com/file/d/1AWD3Q5ChTKugNsEdq7YfvRupx1-GoopV/view,,,,73252657,"006204, 00944"
112,E4900404,國巨股份有限公司楠梓分公司,國巨股份有限公司,22636630,"3,181.51","43,625.31","46,806.82",62.37%,"75,048.35","75,048.35",100.00%,高雄市,"75,048.35",100.00%,被動電子元件製造業,電子業,電子零組件業,是,https://drive.google.com/file/d/10xna67-La0rCKHtNQACJTjrKzP6-Fz8K/view,,,,22636630,"0050, 0052, 0053, 0057, 006203, 006204, 006208, 00690, 00850, 00894, 00901, 00912, 00918, 00922, 00923, 00934, 00935, 009802, 009803, 009804"
112,E5600565,盛餘股份有限公司,盛餘股份有限公司,79837539,"27,121.56","47,350.66","74,472.23",100.00%,"74,472.23","74,472.23",100.00%,高雄市,"74,472.23",100.00%,金屬加工處理業,鋼鐵業,鋼鐵工業,是,https://drive.google.com/file/d/1MoWq6scEgrlRUW6RQVtU5OAX98IcX0lc/view,,,,79837539
112,J59A5024,晶兆成科技股份有限公司一廠,晶兆成科技股份有限公司,28438025,934.61,"40,753.20","41,687.82",57.83%,"72,087.01","72,087.01",100.00%,新竹縣,"72,087.01",100.00%,半導體製造業,半導體業,非屬公開發行,否,,無發行資訊,,https://terapower.com.tw/tpwwebnew/tw/04csr_tw.html,28438025
112,E4901947,華泰電子股份有限公司企業總部大樓工廠,華泰電子股份有限公司,89004161,258.56,"38,278.28","38,536.84",54.25%,"71,037.46","38,536.84",54.25%,高雄市,"71,037.46",100.00%,其他電子零組件製造業,電子業,半導體業,是,https://drive.google.com/file/d/1vPp0-SYyNgRyQ_gfjA_JgjuXQpiBjk2v/view,,,,89004161,"0053, 006204, 00952"
112,N16A0638,晉瑜企業股份有限公司彰濱廠,晉瑜企業股份有限公司,89939090,"6,651.94","32,505.99","39,157.93",56.12%,"69,771.89","69,771.89",100.00%,彰化縣,"39,157.93",56.12%,水泥及其製品製造業,水泥業,非屬公開發行,否,,無發行資訊,,http://www.advanced-tek.com.tw/ats.web/innovation/green-energy.html,89939090
112,O1700798,元隆電子股份有限公司,元隆電子股份有限公司,22099174,"47,601.84","21,397.75","68,999.59",100.00%,"68,999.59","68,999.59",100.00%,新竹市,"68,999.59",100.00%,半導體製造業,半導體業,非屬公開發行,否,,僅發行年報,,http://www.ampi.com.tw/,22099174
112,S1900283,和益化學工業股份有限公司,和益化學工業股份有限公司,	04312878,"48,830.53","18,822.18","67,652.71",100.00%,"67,652.71","67,652.71",100.00%,高雄市,"67,652.71",100.00%,化學原材料製造業,石化業,化學工業,是,https://drive.google.com/file/d/1Yl70lmkjtCDy-oG_KzwPGLT8rFGLx7T9/view,,,,04312878
112,H4500743,中興紡織廠股份有限公司楊梅化纖廠,中興紡織廠股份有限公司,35082604,"13,514.34","52,024.13","65,538.47",100.00%,"65,538.47","65,538.47",100.00%,桃園市,"65,538.47",100.00%,塑膠及合成橡膠原料製造業,石化業,非屬公開發行,否,,無發行資訊,,http://www.chung-shing.com.tw/html/safe.html,35082604
112,H4601290,台硝股份有限公司桃園廠,台硝股份有限公司,38033305,"47,325.90","16,658.11","63,984.01",100.00%,"63,984.01","63,984.01",100.00%,桃園市,"63,984.01",100.00%,未分類其他化學製品製造業,石化業,非屬公開發行,否,,只出到2020年,,http://www.tnc.com.tw/zh-tw/Report/ReportDownload,38033305
112,H50A1985,合晶科技股份有限公司龍潭廠,合晶科技股份有限公司,16138282,"1,792.07","41,027.10","42,819.17",67.19%,"63,725.82","42,819.17",67.19%,桃園市,"63,725.82",100.00%,半導體製造業,半導體業,半導體業,是,https://drive.google.com/file/d/1RAnE8xhCard5HQWZiBDzr37b8FhEyA6f/view,,,,16138282,00944
112,R0300606,得力實業股份有限公司,得力實業股份有限公司,73686632,"36,913.39","26,393.72","63,307.12",100.00%,"63,307.12","63,307.12",100.00%,台南市,"63,307.12",100.00%,染整業,紡織業,紡織纖維,是,https://drive.google.com/file/d/1yUpSzTYWl01KqRZ8cxJurk8nljh81qhR/view,,,,73686632
112,E4900397,台灣恩智浦半導體股份有限公司,台灣恩智浦半導體股份有限公司,89002500,"1,210.77","61,873.14","63,083.91",100.00%,"63,083.91","63,083.91",100.00%,高雄市,"63,083.91",100.00%,半導體製造業,半導體業,非屬公開發行,是,,簡中企业可持续发展报告,,https://www.nxp.com.cn/company/about-nxp/sustainability:CORP_SOCIAL_RESP,89002500
112,J6300299,漢磊科技股份有限公司研發廠,漢磊科技股份有限公司,54389725,"18,669.13","22,850.46","41,519.60",66.37%,"62,555.19","62,555.19",100.00%,新竹縣,"51,122.05",81.72%,半導體製造業,半導體業,半導體業,是,https://drive.google.com/file/d/1WIMu_XvL6Vm7aPNJzeK6UBVk2yBFmcdc/view,,,,54389725
112,E5600869,台灣糖業股份有限公司小港廠,台灣糖業股份有限公司,	03794905,"59,740.89","2,787.62","62,528.51",100.00%,"62,528.51","62,528.51",100.00%,高雄市,"62,528.51",100.00%,其他食品製造業,食品業,食品工業,是,https://drive.google.com/file/d/1aqSmqK3UVl59laKd7ywE3oUzp6RHSncw/view,,,,03794905
112,P58A1635,台塑科騰化學有限公司,台塑科騰化學有限公司,53667030,"7,782.11","54,215.75","61,997.85",100.00%,"61,997.85","61,997.85",100.00%,雲林縣,"61,997.85",100.00%,塑膠及合成橡膠原料製造業,石化業,非屬公開發行,否,,無發行資訊,台塑,https://www.fpg.com.tw/tw/about/other-company/1,53667030
112,H4406937,新科光電材料股份有限公司桃園廠,新科光電材料股份有限公司,27366467,"9,894.31","50,736.57","60,630.88",100.00%,"60,630.88","60,630.88",100.00%,桃園市,"60,630.88",100.00%,塑膠製品製造業,石化業,非屬公開發行,否,,無發行資訊,新光,,27366467
112,E5600798,龍慶鋼鐵企業股份有限公司,龍慶鋼鐵企業股份有限公司,85793919,"21,852.11","38,331.24","60,183.35",100.00%,"60,183.35","60,183.35",100.00%,高雄市,"60,183.35",100.00%,鋼鐵製造業,鋼鐵業,非屬公開發行,否,,無發行資訊,,http://lcsteel.com.tw/chi/company.php,85793919
112,k8000366,立安東化工股份有限公司三義廠,立安東化工股份有限公司,20939460,"47,834.05","12,239.56","60,073.61",100.00%,"60,073.61","60,073.61",100.00%,苗栗縣,"60,073.61",100.00%,化學原材料製造業,石化業,非屬公開發行,否,,無發行資訊,,https://www.oscsilica.com/m-ehs-tw.htm,20939460
112,S3204695,勝一化工股份有限公司永安二廠,勝一化工股份有限公司,75970680,"27,682.13","5,025.34","32,707.48",55.31%,"59,136.40","59,136.40",100.00%,高雄市,"59,136.40",100.00%,化學原材料製造業,石化業,化學工業,是,https://drive.google.com/file/d/1qGKCc_1OymsOiTRfMvM--auDcQ5WLK0P/view,,,,75970680,006204
112,E5603655,李長榮科技股份有限公司銅箔廠,李長榮科技股份有限公司,97173920,156.00,"58,566.90","58,722.90",100.00%,"58,722.90","58,722.90",100.00%,高雄市,"58,722.90",100.00%,金屬加工處理業,銅製造業,電子零組件業,是,https://drive.google.com/file/d/1VuhAtJBeg5hWj9E6DFb4Vfw97_jGaKat/view,,,,97173920
112,H46B0524,敬鵬工業股份有限公司第二之二廠,敬鵬工業股份有限公司,43816068,"1,972.42","32,238.84","34,211.26",58.57%,"58,414.40","58,414.40",100.00%,桃園市,"58,414.40",100.00%,印刷電路板製造業,電子業,電子零組件業,是,https://drive.google.com/file/d/18BvU443Z2NuzsOevC5CIJe3gJdjVhJ4X/view,,,,43816068,"0053, 00932, 00946"
112,H5301217,先豐通訊股份有限公司觀音廠,先豐通訊股份有限公司,22554807,"15,562.46","42,267.04","57,829.49",100.00%,"57,829.49","57,829.49",100.00%,桃園市,"57,829.49",100.00%,印刷電路板製造業,電子業,非屬公開發行,是,https://drive.google.com/file/d/1Xv9kPb0y6SnE2KedBZVgg1lmAT-qnJ_7/view,永續報告書,臻鼎,,22554807
112,E5402523,華東科技股份有限公司B10廠,華東科技股份有限公司,22101116,462.78,"56,130.27","56,593.06",100.00%,"56,593.06","56,593.06",100.00%,高雄市,"56,593.06",100.00%,半導體製造業,半導體業,半導體業,是,https://drive.google.com/file/d/1aUSVK0MSH16RySuR2YxWOb2pQo9YdKjc/view,,,,22101116,0053
112,P5500191,合眾紙業股份有限公司林內廠,合眾紙業股份有限公司,	04380087,"32,008.49","23,999.25","56,007.74",100.00%,"56,007.74","56,007.74",100.00%,雲林縣,"56,007.74",100.00%,紙漿、紙及紙板製造業,造紙業,非屬公開發行,否,,無發行資訊,,https://www.upcpaper.com/about/%E7%92%B0%E5%AE%89%E8%A1%9B%E7%94%9F-%E8%83%BD%E6%BA%90%E6%94%BF%E7%AD%96,04380087
112,S1900729,聯華氣體工業股份有限公司林園工廠,聯華氣體工業股份有限公司,	05258865,"2,301.56","53,654.33","55,955.89",100.00%,"55,955.89","55,955.89",100.00%,高雄市,"55,955.89",100.00%,化學原材料製造業,石化業,非屬公開發行,否,,無發行資訊,林德,https://www.linde.com/sustainability/reporting-center,05258865
112,E54B0143,華新科技股份有限公司高雄東十五廠,華新科技股份有限公司,19004316,"1,017.25","29,770.22","30,787.47",55.04%,"55,941.60","55,941.60",100.00%,高雄市,"55,941.60",100.00%,被動電子元件製造業,電子業,電子零組件業,是,https://drive.google.com/file/d/1xFhfqUYa5DKOu0A2-7OvwHAVDDwgoB0E/view,,,,19004316,"0053, 006204, 00850, 00935"
112,R9100522,東盟開發實業股份有限公司學甲廠,東盟開發實業股份有限公司,88121697,"23,467.83","32,007.64","55,475.48",100.00%,"55,475.48","55,475.48",100.00%,台南市,"55,475.48",100.00%,鋼鐵製造業,鋼鐵業,鋼鐵工業,是,https://drive.google.com/file/d/186MOV7V9LFK4obLl_3i8_-P5pT0VkZLW/view,,,,88121697
112,H4809607,中環股份有限公司林口三廠,中環股份有限公司,12205020,24.26,"54,670.16","54,694.42",100.00%,"54,694.42","54,694.42",100.00%,桃園市,"54,694.42",100.00%,資料儲存媒體製造業,電子業,光電業,是,https://drive.google.com/file/d/1gfVwd6dORZje_Alc_xWEMfSmmb6w3Dry/view,,,,12205020,00952
112,G3200527,東南實業股份有限公司蘇澳總廠,東南實業股份有限公司,11384405,"46,904.10","7,255.46","54,159.56",100.00%,"54,159.56","54,159.56",100.00%,宜蘭縣,"54,159.56",100.00%,化學原材料製造業,石化業,化學工業,是,https://drive.google.com/file/d/1QnbGe3zgpWEsaNkS35VO5eWANJkaCF5k/view,,,,11384405
112,H4602199,義美食品股份有限公司南崁廠,義美食品股份有限公司,11768704,"21,637.52","32,223.14","53,860.66",100.00%,"53,860.66","53,860.66",100.00%,桃園市,"53,860.66",100.00%,其他食品製造業,食品業,非屬公開發行,否,,無發行資訊,,https://www.imeifoods.com.tw/,11768704
112,O17A0968,新唐科技股份有限公司,新唐科技股份有限公司,28112646,"18,725.68","35,031.35","53,757.02",100.00%,"53,757.02","53,757.02",100.00%,新竹市,"53,757.02",100.00%,半導體製造業,半導體業,半導體業,是,https://drive.google.com/file/d/1K0jH1UKIeuafKalU10T-b-OnZk8YZkGd/view,,,,28112646,"0053, 006204, 00892, 00935, 00947"
112,S1900612,聯成化學科技股份有限公司林園廠,聯成化學科技股份有限公司,	04748660,"37,101.17","14,442.36","51,543.54",100.00%,"51,543.54","51,543.54",100.00%,高雄市,"51,543.54",100.00%,化學原材料製造業,石化業,塑膠工業,是,https://drive.google.com/file/d/17lh3qPretrSeJsZUh_I6txBKRzbfmmf_/view,,,,04748660
112,P4602276,台日古河銅箔股份有限公司,台日古河銅箔股份有限公司,97168665,"2,977.98","48,142.90","51,120.88",100.00%,"51,120.88","51,120.88",100.00%,雲林縣,"51,120.88",100.00%,其他基本金屬製造業,銅製造業,非屬公開發行,否,,無發行資訊,,,97168665
112,S1901002,合興石化工業股份有限公司林園廠,合興石化工業股份有限公司,23531178,"23,591.98","27,132.48","50,724.46",100.00%,"50,724.46","50,724.46",100.00%,高雄市,"50,724.46",100.00%,未分類其他化學製品製造業,石化業,非屬公開發行,否,,無發行資訊,台灣石化合成,https://www.tasco.com.tw/tasco-chemical-corp/about-us/environmental,23531178
112,Q6901613,福隆玻璃纖維股份有限公司,福隆玻璃纖維股份有限公司,22663571,"21,530.80","28,319.14","49,849.95",100.00%,"49,849.95","49,849.95",100.00%,嘉義縣,"49,849.95",100.00%,玻璃及其製品製造業,非金屬製品加工業,非屬公開發行,否,,無發行資訊,日商日東紡集團,,22663571
112,J5700231,大享容器工業股份有限公司,大享容器工業股份有限公司,46007218,"38,377.09","9,748.00","48,125.09",100.00%,"48,125.09","48,125.09",100.00%,新竹縣,"48,125.09",100.00%,玻璃及其製品製造業,非金屬製品加工業,非屬公開發行,否,,無發行資訊,,,46007218
112,F0401403,德州儀器工業股份有限公司,德州儀器工業股份有限公司,33405832,"1,581.51","46,339.18","47,920.69",100.00%,"47,920.69","47,920.69",100.00%,新北市,"47,920.69",100.00%,半導體製造業,半導體業,非屬公開發行,是,,企業公民責任報告,,https://www.ti.com/zh-tw/about-ti/citizenship-community/reporting-disclosures.html,33405832
112,F0500803,台灣通用器材股份有限公司,台灣通用器材股份有限公司,38119936,"3,781.05","44,135.15","47,916.20",100.00%,"47,916.20","47,916.20",100.00%,新北市,"47,916.20",100.00%,半導體製造業,半導體業,非屬公開發行,否,,美商,通用,,38119936
112,L9000666,味丹企業股份有限公司沙鹿第一工廠,味丹企業股份有限公司,56121907,"35,504.87","12,140.13","47,645.00",100.00%,"47,645.00","47,645.00",100.00%,台中市,"47,645.00",100.00%,其他食品製造業,食品業,非屬公開發行,否,,無發行資訊,,https://www.vedan.com.tw/csr/environment,56121907
112,E5601080,漢泰鋼鐵廠股份有限公司,漢泰鋼鐵廠股份有限公司,75688109,"32,352.48","14,637.55","46,990.03",100.00%,"46,990.03","46,990.03",100.00%,高雄市,"46,990.03",100.00%,其他基本金屬製造業,鋼鐵業,非屬公開發行,是,,永續報告書,,https://www.hantai.com.tw/esg/7,75688109
112,J63A1719,聯穎光電股份有限公司竹科廠,聯穎光電股份有限公司,53170263,"11,043.85","35,661.27","46,705.12",100.00%,"46,705.12","46,705.12",100.00%,新竹縣,"46,705.12",100.00%,半導體製造業,半導體業,非屬公開發行,否,,無發行資訊,,,53170263
112,R90A0401,誠美材料科技股份有限公司,誠美材料科技股份有限公司,27790294,"15,468.71","30,914.12","46,382.84",100.00%,"46,382.84","46,382.84",100.00%,台南市,"46,382.84",100.00%,光電材料及元件製造業,光電業,光電業,是,https://drive.google.com/file/d/1-1dKd6spBJ_uXcwSEy1oA--nQwNoBSkJ/view,,,,27790294
112,L8901039,中聯油脂股份有限公司台中港廠,中聯油脂股份有限公司,89480404,"30,735.24","15,541.88","46,277.12",100.00%,"46,277.12","46,277.12",100.00%,台中市,"46,277.12",100.00%,動植物油脂製造業,食品業,非屬公開發行,否,,只出到2023年,,https://www.cuoc.com.tw/tw/company/?aid=36,89480404
112,R0301603,宏捷科技股份有限公司南科大利廠,宏捷科技股份有限公司,16130423,"27,492.14","18,747.10","46,239.24",100.00%,"46,239.24","46,239.24",100.00%,台南市,"46,239.24",100.00%,半導體製造業,半導體業,半導體業,是,https://drive.google.com/file/d/1CGGtm2IC1wGZz_eW4hAEljRydmJ20fIq/view,,,,16130423
112,D9000120,精金科技股份有限公司,精金科技股份有限公司,70750217,"5,308.68","40,331.65","45,640.33",100.00%,"45,640.33","45,640.33",100.00%,台南市,"45,640.33",100.00%,光電材料及元件製造業,光電業,光電業,是,https://drive.google.com/file/d/1HIS9YKLS1DyCm4MVtQpl3lEoasKdU5Mh/view,,,,70750217,0053
112,J5500491,台燿科技股份有限公司,台燿科技股份有限公司,	04226091,"19,987.62","25,476.64","45,464.26",100.00%,"45,464.26","45,464.26",100.00%,新竹縣,"45,464.26",100.00%,印刷電路板製造業,電子業,電子零組件業,是,https://drive.google.com/file/d/1GPnOx9AeUmGjMTorJrWUkiyO5cDxnNa0/view,,,,04226091
112,R90A0689,住華科技股份有限公司南科一廠,住華科技股份有限公司,70848177,"12,894.83","30,920.40","43,815.22",100.00%,"43,815.22","43,815.22",100.00%,台南市,"43,815.22",100.00%,其他電子零組件製造業,電子業,非屬公開發行,否,,只出到2023年,日商住友,https://www.sumika.com.tw/sustainability6-1.htm,70848177
112,L91A2566,藍海氣體工業股份有限公司台中廠,藍海氣體工業股份有限公司,28438186,103.49,"43,478.42","43,581.91",100.00%,"43,581.91","43,581.91",100.00%,台中市,"43,581.91",100.00%,化學原材料製造業,石化業,非屬公開發行,否,,無發行資訊,林德,https://www.linde.com/sustainability/reporting-center,28438186
112,P5802378,台塑旭彈性纖維股份有限公司麥寮廠,台塑旭彈性纖維股份有限公司,16446128,"4,347.63","39,197.09","43,544.72",100.00%,"43,544.72","43,544.72",100.00%,雲林縣,"43,544.72",100.00%,化學原材料製造業,石化業,非屬公開發行,否,,無發行資訊,台塑,https://www.fpg.com.tw/tw/about/other-company/1,16446128
112,J59A4937,元晶太陽能科技股份有限公司新竹廠,元晶太陽能科技股份有限公司,28997300,"7,025.94","36,363.43","43,389.37",100.00%,"43,389.37","43,389.37",100.00%,新竹縣,"43,389.37",100.00%,光電材料及元件製造業,光電業,光電業,是,https://drive.google.com/file/d/1ac54CMK5jLrD4p-qxtqQKxMt6uOapFjN/view,,,,28997300
112,H5302063,日皓造紙工業股份有限公司觀音廠,日皓造紙工業股份有限公司,24001900,"21,702.22","20,393.58","42,095.80",100.00%,"42,095.80","42,095.80",100.00%,桃園市,"42,095.80",100.00%,紙漿、紙及紙板製造業,造紙業,非屬公開發行,否,,無發行資訊,,https://jsp-paper.com.tw/en/cr-s/,24001900
112,H4202215,新隆纖維染整股份有限公司桃園廠,新隆纖維染整股份有限公司,	07472834,"35,121.08","6,942.08","42,063.17",100.00%,"42,063.17","42,063.17",100.00%,桃園市,"42,063.17",100.00%,染整業,紡織業,非屬公開發行,否,,無發行資訊,,,07472834
112,O1749526,采鈺科技股份有限公司,采鈺科技股份有限公司,80601119,"4,229.05","26,418.15","30,647.20",73.02%,"41,970.21","30,647.20",73.02%,新竹市,"30,647.20",73.02%,其他電子零組件製造業,電子業,半導體業,是,https://drive.google.com/file/d/1Xfhoa4_IITZbw4YfoguIwjPwHUBqLgle/view,,,,80601119,"0051, 0052, 006204, 00891, 00904, 00935"
112,P46A0069,巧新科技工業股份有限公司二廠,巧新科技工業股份有限公司,84980915,"10,195.53","31,712.99","41,908.52",100.00%,"41,908.52","41,908.52",100.00%,雲林縣,"41,908.52",100.00%,金屬加工處理業,鋁製造業,汽車工業,是,https://drive.google.com/file/d/1XZ0gNtR4nXIkQrCir7xnviOQgI-VyrA_/view,,,,84980915
112,L02A1943,餘慶堂興業股份有限公司研磨廠,餘慶堂興業股份有限公司,28730458,"17,708.20","23,691.45","41,399.65",100.00%,"41,399.65","41,399.65",100.00%,台中市,"41,399.65",100.00%,水泥及其製品製造業,水泥業,非屬公開發行,否,,網站打不開,,,28730458
112,O17N8209,盧森堡商達爾國際股份有限公司新竹分公司,盧森堡商達爾國際股份有限公司,51158518,"14,365.51","15,861.75","30,227.26",74.48%,"40,586.04","30,227.26",74.48%,新竹市,"30,227.26",74.48%,半導體製造業,半導體業,非屬公開發行,是,,英文報告,,https://www.diodes.com/tw/about/company/sustainability,51158518
112,H4302318,六和機械股份有限公司,六和機械股份有限公司,44528635,"8,041.60","32,296.26","40,337.86",100.00%,"40,337.86","40,337.86",100.00%,桃園市,"40,337.86",100.00%,汽車零件製造業,汽機車業,非屬公開發行,否,,無發行資訊,,https://www.lioho.com/zh-tw/,44528635
112,J59A1389,矽格股份有限公司湖口廠,矽格股份有限公司,23218022,251.69,"40,075.05","40,326.73",100.00%,"40,326.73","40,326.73",100.00%,新竹縣,"40,326.73",100.00%,半導體製造業,半導體業,半導體業,是,https://drive.google.com/file/d/1ad6uVfif0TWdw7T8kRKhvERRowcATNKe/view,,,,23218022,"0053, 006204, 00713, 00905, 00913, 00915, 00927, 00929, 00932, 00939, 00940, 00944, 00946, 00938"
112,H4312305,名佳利金屬工業股份有限公司中壢二廠,名佳利金屬工業股份有限公司,45018531,"3,952.03","18,403.06","22,355.09",55.58%,"40,219.90","40,219.90",100.00%,桃園市,"40,219.90",100.00%,銅製造業,銅製造業,非屬公開發行,否,,無發行資訊,,http://www.minchali.com.tw/vision,45018531
112,D32A6282,聯合再生能源股份有限公司台南廠,聯合再生能源股份有限公司,27763753,713.39,"24,414.67","25,128.06",62.61%,"40,135.27","40,135.27",100.00%,台南市,"25,128.06",62.61%,光電材料及元件製造業,光電業,光電業,是,https://drive.google.com/file/d/1HrWVY6gz9NjUZQW6KY8jugMWcLbl6HAH/view,,,,27763753,0053
112,H48A3353,晶碩光學股份有限公司,晶碩光學股份有限公司,25021158,149.82,"39,809.83","39,959.65",100.00%,"39,959.65","39,959.65",100.00%,桃園市,"39,959.65",100.00%,眼鏡製造業,眼鏡製造業,生技醫療業,是,https://drive.google.com/file/d/1aKhQAznyp8NCNzmBRNDXDokIt82HQv20/view,,,,25021158,"006204, 00692, 00728, 00905"
112,H4501008,萬洲化學股份有限公司楊梅一廠,萬洲化學股份有限公司,	03244705,"26,950.49","12,803.83","39,754.32",100.00%,"39,754.32","39,754.32",100.00%,桃園市,"39,754.32",100.00%,塑膠及合成橡膠原料製造業,石化業,非屬公開發行,否,,無發行資訊,,https://www.achem.com.tw/ESG,03244705
112,J6100762,南港輪胎股份有限公司新豐廠,南港輪胎股份有限公司,11520909,"12,672.30","26,301.15","38,973.45",100.00%,"38,973.45","38,973.45",100.00%,新竹縣,"38,973.45",100.00%,橡膠製品製造業,石化業,橡膠工業,是,https://drive.google.com/file/d/1q_lQQKFMz_6_7jyagsSeP2YOhywRKLj3/view,,,,11520909,006204
112,P4801322,台榮產業股份有限公司雲林廠,台榮產業股份有限公司,	03543210,"24,638.22","14,203.82","38,842.05",100.00%,"38,842.05","38,842.05",100.00%,雲林縣,"38,842.05",100.00%,碾穀、磨粉及澱粉製品製造業,碾穀、磨粉及澱粉製品製造業,食品工業,是,https://drive.google.com/file/d/1rZujctfD8wXti3hZtC-0ZSJ-psxUGgiB/view,,,,03543210
112,H4303235,國瑞汽車股份有限公司中壢工廠,國瑞汽車股份有限公司,12488060,"10,099.27","28,600.10","38,699.37",100.00%,"38,699.37","38,699.37",100.00%,桃園市,"38,699.37",100.00%,車體製造業,汽機車業,非屬公開發行,否,,無發行資訊,,https://www.kuozui.com.tw/responsibility.aspx,12488060
112,S1900630,台達化學工業股份有限公司林園廠,台達化學工業股份有限公司,11893409,"5,510.15","32,782.35","38,292.50",100.00%,"38,292.50","38,292.50",100.00%,高雄市,"38,292.50",100.00%,塑膠及合成橡膠原料製造業,石化業,塑膠工業,是,https://drive.google.com/file/d/1fOtgSdAyCdhyb7KLTOCkh8pAk_Pui7Pz/view,,,,11893409
112,P4607940,上銀科技股份有限公司-雲科廠,上銀科技股份有限公司,23503047,287.40,"37,463.18","37,750.58",100.00%,"37,750.58","37,750.58",100.00%,雲林縣,"37,750.58",100.00%,金屬加工用機械設備製造業,金屬加工用機械設備製造業,電機機械,是,https://drive.google.com/file/d/1EqCIPZLyf37TbPiS56cMiibi3DsEh8z8/view,,,,23503047,"0051, 006204, 00728, 00850, 00896, 00907"
112,M3302762,台灣卜蜂企業股份有限公司南投肉品加工廠,台灣卜蜂企業股份有限公司,36514783,"16,655.32","20,768.55","37,423.87",100.00%,"37,423.87","37,423.87",100.00%,南投縣,"37,423.87",100.00%,肉類加工及保藏業,食品業,食品工業,是,https://drive.google.com/file/d/1N4Stb6kdv3J6CgwjiYlgrivTaPV9aDG5/view,,,,36514783,"00713, 00944"
112,B9200124,友達晶材股份有限公司后里廠,友達晶材股份有限公司,24410807,116.57,"37,030.47","37,147.04",100.00%,"37,147.04","37,147.04",100.00%,台中市,"37,147.04",100.00%,光電材料及元件製造業,光電業,非屬公開發行,是,https://drive.google.com/file/d/1yljuUSRkY1q2n36zbfaZ9jV0cJWnCfJM/view,永續報告書,友達,https://www.auocrystal.com/zh-tw/csr/category/1,24410807
112,K71A1805,達輝光電股份有限公司,達輝光電股份有限公司,28230046,"14,522.21","22,535.49","37,057.70",100.00%,"37,057.70","37,057.70",100.00%,苗栗縣,"37,057.70",100.00%,光電材料及元件製造業,光電業,非屬公開發行,否,,無發行資訊,,https://www.tacbright.com/environmental-safety-policy/,28230046
112,J5901747,三陽工業股份有限公司新竹廠,三陽工業股份有限公司,24004006,"11,424.54","25,533.30","36,957.84",100.00%,"36,957.84","36,957.84",100.00%,新竹縣,"36,957.84",100.00%,機車及其零件製造業,汽機車業,汽車工業,是,https://drive.google.com/file/d/1JBg6wpJ-Wj0lcI3Yjh7WgWL_EB6tyIxO/view,,,,24004006,"0051, 006204, 00701, 00713, 00731, 00915, 00918, 00921, 00944, 00938"
112,N2907551,東隆興業股份有限公司彰化芳苑廠,東隆興業股份有限公司,18770509,643.05,"22,266.52","22,909.57",63.22%,"36,235.44","36,235.44",100.00%,彰化縣,"22,909.57",63.22%,紡紗業,紡織業,紡織纖維,是,https://drive.google.com/file/d/1ifB9fqd1ppMrL1Otu7GzfwEswyaDLk4x/view,,,,18770509
112,D32A0393,安瀚視特股份有限公司台南第二工廠,安瀚視特股份有限公司,70781345,"2,386.08","33,839.40","36,225.47",100.00%,"36,225.47","36,225.47",100.00%,台南市,"36,225.47",100.00%,玻璃及其製品製造業,非金屬製品加工業,非屬公開發行,否,,無發行資訊,,https://www.tw-avanstrate.com/index.html,70781345
112,F0801707,三洋窯業股份有限公司,三洋窯業股份有限公司,34263157,"26,899.48","9,325.14","36,224.62",100.00%,"36,224.62","36,224.62",100.00%,新北市,"36,224.62",100.00%,其他非金屬礦物製品製造業,非金屬製品加工業,非屬公開發行,否,,無發行資訊,,https://stg.com.tw/,34263157
112,B2313762,宏全國際股份有限公司台中二廠,宏全國際股份有限公司,58176511,711.52,"35,246.20","35,957.71",100.00%,"35,957.71","35,957.71",100.00%,台中市,"35,957.71",100.00%,其他金屬製品製造業,鋼鐵業,其他,是,https://drive.google.com/file/d/1svei3Ve0bT1OvvkaT5q7s_cApbZQIAFR/view,,,,58176511,"006204, 00713, 00944, 009802"
112,H4606848,台耀化學股份有限公司蘆竹廠,台耀化學股份有限公司,96922622,"8,307.09","27,042.35","35,349.44",100.00%,"35,349.44","35,349.44",100.00%,桃園市,"35,349.44",100.00%,未分類其他化學製品製造業,石化業,生技醫療業,是,https://drive.google.com/file/d/108hXqA5WjMbuWZEMxRrJpy3z1BMxbfXV/view,,,,96922622
